,SampID,PortSampled,Source,ID,Year,Length,Type_length,Weight,Type_of_weight,age,Prob.East.,GEAR,BFT_Area,Month,quarter,Method
1195,4435,Canso,Can,09BFT1-1,2014,234.74,CFL,209,TW,10,0.018,RR,W_ATL,10,4,stable isotope
1196,4437,Canso,Can,09BFT1-1,2014,208.06,CFL,146,TW,8,0.022,RR,W_ATL,10,4,stable isotope
1197,4438,Canso,Can,09BFT1-1,2014,218.74,CFL,170,TW,8,0.418,RR,W_ATL,10,4,stable isotope
1198,4439,Canso,Can,09BFT1-1,2014,202.73,CFL,135,TW,9,0.934,RR,W_ATL,10,4,stable isotope
1199,4440,Canso,Can,09BFT1-1,2014,256.08,CFL,271,TW,9,0.024,RR,W_ATL,10,4,stable isotope
1200,4441,Canso,Can,09BFT1-1,2014,245.41,CFL,239,TW,11,0.576,RR,W_ATL,10,4,stable isotope
1201,4442,Canso,Can,09BFT1-1,2014,272.08,CFL,325,TW,14,0.904,RR,W_ATL,10,4,stable isotope
1202,4443,Canso,Can,09BFT1-1,2014,266.75,CFL,307,TW,11,0.18,RR,W_ATL,10,4,stable isotope
1203,4444,Canso,Can,09BFT1-1,2014,256.08,CFL,271,TW,10,0.058,RR,W_ATL,10,4,stable isotope
1204,4445,Canso,Can,09BFT1-1,2014,261.42,CFL,289,TW,11,0.034,RR,W_ATL,10,4,stable isotope
1205,4446,Canso,Can,09BFT1-1,2014,288.09,CFL,386,TW,15,0.856,RR,W_ATL,10,4,stable isotope
1206,4447,Canso,Can,09BFT1-1,2014,245.41,CFL,239,TW,8,0.884,RR,W_ATL,10,4,stable isotope
1207,4448,Canso,Can,09BFT1-1,2014,245.41,CFL,239,TW,12,0.06,RR,W_ATL,10,4,stable isotope
1208,4449,Canso,Can,09BFT1-1,2014,229.41,CFL,196,TW,9,0.092,RR,W_ATL,10,4,stable isotope
1209,4450,Canso,Can,09BFT1-1,2014,218.74,CFL,170,TW,11,0.21,RR,W_ATL,10,4,stable isotope
1210,4451,Canso,Can,09BFT1-1,2014,245.41,CFL,239,TW,10,0.664,RR,W_ATL,10,4,stable isotope
1211,4452,Canso,Can,09BFT1-1,2014,240.07,CFL,224,TW,12,0.05,RR,W_ATL,10,4,stable isotope
1212,4453,Canso,Can,09BFT1-1,2014,245.41,CFL,239,TW,11,0.682,RR,W_ATL,10,4,stable isotope
1213,4454,Canso,Can,09BFT1-1,2014,197.4,CFL,125,TW,7,0.026,RR,W_ATL,10,4,stable isotope
1214,4456,Canso,Can,09BFT1-1,2014,282.75,CFL,365,TW,13,0.018,RR,W_ATL,10,4,stable isotope
1215,4458,Canso,Can,09BFT1-1,2014,250.75,CFL,255,TW,16,0.674,RR,W_ATL,10,4,stable isotope
1216,4460,Canso,Can,09BFT1-1,2014,262.48,CFL,292,TW,13,0.276,RR,W_ATL,10,4,stable isotope
1217,4461,Canso,Can,09BFT1-1,2014,266.75,CFL,307,TW,15,0.088,RR,W_ATL,10,4,stable isotope
1218,4463,Shippagan,Can,09BFT1-1,2014,250.75,CFL,255,TW,10,0.018,RR,GSL,9,3,stable isotope
1219,4464,Moncton,Can,09BFT1-1,2014,304.1,CFL,453,TW,19,0.03,RR,GSL,9,3,stable isotope
1220,4466,Moncton,Can,09BFT1-1,2014,309.43,CFL,477,TW,16,0.136,RR,GSL,9,3,stable isotope
1221,4467,Moncton,Can,09BFT1-1,2014,282.75,CFL,365,TW,20,0.052,RR,GSL,9,3,stable isotope
1222,4468,Tignish,Can,09BFT1-1,2014,261,CFL,256,TW,11,0.026,RR,GSL,9,3,stable isotope
1223,4469,Tignish,Can,09BFT1-1,2014,294,CFL,411,TW,17,0.038,RR,GSL,9,3,stable isotope
1224,4470,Tignish,Can,09BFT1-1,2014,287,CFL,385,TW,16,0.008,RR,GSL,9,3,stable isotope
1225,4472,Tignish,Can,09BFT1-1,2014,290,CFL,406,TW,18,0.058,RR,GSL,9,3,stable isotope
1226,4473,Tignish,Can,09BFT1-1,2014,279,CFL,314,TW,18,0.12,RR,GSL,9,3,stable isotope
1227,4474,Tignish,Can,09BFT1-1,2014,247,CFL,211,TW,10,0.016,RR,GSL,9,3,stable isotope
1228,4476,Tignish,Can,09BFT1-1,2014,248,CFL,211,TW,10,0.908,RR,GSL,9,3,stable isotope
1229,4477,Tignish,Can,09BFT1-1,2014,276,CFL,350,TW,25,0.068,RR,GSL,9,3,stable isotope
1230,4478,Tignish,Can,09BFT1-1,2014,271,CFL,286,TW,18,0.002,RR,GSL,9,3,stable isotope
1231,4479,Tignish,Can,09BFT1-1,2014,259,CFL,276,TW,16,0.034,RR,GSL,9,3,stable isotope
1232,4480,Tignish,Can,09BFT1-1,2014,279,CFL,351,TW,21,0.068,RR,GSL,9,3,stable isotope
1233,4481,Tignish,Can,09BFT1-1,2014,244,CFL,201,TW,10,0.018,RR,GSL,9,3,stable isotope
1234,4482,Tignish,Can,09BFT1-1,2014,249,CFL,251,TW,13,0.624,RR,GSL,9,3,stable isotope
1235,4483,Tignish,Can,09BFT1-1,2014,237,CFL,233,TW,11,0.53,RR,GSL,9,3,stable isotope
1236,4484,Tignish,Can,09BFT1-1,2014,268.88,CFL,314,TW,20,0.028,RR,GSL,9,3,stable isotope
1237,4485,Tignish,Can,09BFT1-1,2014,292,CFL,378,TW,20,0.052,RR,GSL,9,3,stable isotope
1238,4488,Tignish,Can,09BFT1-1,2014,288,CFL,345,TW,15,0.868,RR,GSL,9,3,stable isotope
1239,4489,Tignish,Can,09BFT1-1,2014,290,CFL,400,TW,23,0.022,RR,GSL,9,3,stable isotope
1240,4490,Tignish,Can,09BFT1-1,2014,250,CFL,233,TW,12,0.088,RR,GSL,9,3,stable isotope
1241,4491,Tignish,Can,09BFT1-1,2014,255.01,CFL,268,TW,12,0.726,RR,GSL,9,3,stable isotope
1242,4492,Tignish,Can,09BFT1-1,2014,253.95,CFL,265,TW,19,0.262,RR,GSL,9,3,stable isotope
1243,4493,Tignish,Can,09BFT1-1,2014,262.48,CFL,292,TW,14,0.968,RR,GSL,9,3,stable isotope
1244,4494,Tignish,Can,09BFT1-1,2014,294.49,CFL,412,TW,18,0.136,RR,GSL,9,3,stable isotope
1245,4495,Tignish,Can,09BFT1-1,2014,251.81,CFL,258,TW,10,0.012,RR,GSL,9,3,stable isotope
1246,4496,Tignish,Can,09BFT1-1,2014,293.43,CFL,407,TW,19,0.338,RR,GSL,9,3,stable isotope
1247,4497,Tignish,Can,09BFT1-1,2014,298.76,CFL,430,TW,18,0.024,RR,GSL,9,3,stable isotope
1248,4498,Tignish,Can,09BFT1-1,2014,265.68,CFL,303,TW,15,0.078,RR,GSL,9,3,stable isotope
1249,4500,Tignish,Can,09BFT1-1,2014,288.09,CFL,386,TW,25,0.046,RR,GSL,9,3,stable isotope
1250,4501,Tignish,Can,09BFT1-1,2014,289.16,CFL,390,TW,24,0.07,RR,GSL,9,3,stable isotope
1251,4502,Tignish,Can,09BFT1-1,2014,304,CFL,372,TW,22,0.454,RR,GSL,9,3,stable isotope
1252,4503,Tignish,Can,09BFT1-1,2014,270,CFL,312,TW,12,0.034,RR,GSL,9,3,stable isotope
1253,4505,Tignish,Can,09BFT1-1,2014,244,CFL,269,TW,12,0.016,RR,GSL,9,3,stable isotope
1254,4506,Tignish,Can,09BFT1-1,2014,272,CFL,330,TW,19,0.082,RR,GSL,9,3,stable isotope
1255,4507,Tignish,Can,09BFT1-1,2014,242,CFL,246,TW,12,0.102,RR,GSL,9,3,stable isotope
1256,4508,Tignish,Can,09BFT1-1,2014,255.01,CFL,268,TW,11,0.02,RR,GSL,9,3,stable isotope
1257,4509,Tignish,Can,09BFT1-1,2014,242,CFL,244,TW,11,0.082,RR,GSL,9,3,stable isotope
1258,4511,Tignish,Can,09BFT1-1,2014,283,CFL,364,TW,19,0.038,RR,GSL,9,3,stable isotope
1259,4512,Tignish,Can,09BFT1-1,2014,265.68,CFL,303,TW,19,0.114,RR,GSL,9,3,stable isotope
1260,4513,Tignish,Can,09BFT1-1,2014,246.48,CFL,242,TW,9,0.096,RR,GSL,9,3,stable isotope
1261,4514,Tignish,Can,09BFT1-1,2014,250.75,CFL,255,TW,11,0.02,RR,GSL,9,3,stable isotope
1262,4515,Tignish,Can,09BFT1-1,2014,282.75,CFL,365,TW,22,0.576,RR,GSL,9,3,stable isotope
1263,4516,Tignish,Can,09BFT1-1,2014,220,CFL,192,TW,11,0.376,RR,GSL,9,3,stable isotope
1264,4517,Tignish,Can,09BFT1-1,2014,241.2,CFL,252,TW,13,0.256,RR,GSL,9,3,stable isotope
1265,4518,Tignish,Can,09BFT1-1,2014,249.68,CFL,252,TW,11,0.318,RR,GSL,9,3,stable isotope
1266,4519,Tignish,Can,09BFT1-1,2014,260.35,CFL,285,TW,13,0.132,RR,GSL,9,3,stable isotope
1267,4520,Tignish,Can,09BFT1-1,2014,198,CFL,166,TW,12,0.85,RR,GSL,9,3,stable isotope
1268,4521,Tignish,Can,09BFT1-1,2014,265,CFL,299,TW,14,0.994,RR,GSL,9,3,stable isotope
1269,4523,North Lake,Can,09BFT1-1,2014,278,CFL,394,TW,18,0.514,RR,GSL,9,3,stable isotope
1270,4524,North Lake,Can,09BFT1-1,2014,224.07,CFL,182,TW,24,0.028,RR,GSL,9,3,stable isotope
1271,4525,North Lake,Can,09BFT1-1,2014,278,CFL,382,TW,14,0.092,RR,GSL,9,3,stable isotope
1272,4526,North Lake,Can,09BFT1-1,2014,293,CFL,239,TW,13,0.062,RR,GSL,9,3,stable isotope
1273,4527,North Lake,Can,09BFT1-1,2014,244,CFL,240,TW,11,0.886,RR,GSL,9,3,stable isotope
1274,4528,North Lake,Can,09BFT1-1,2014,264,CFL,326,TW,21,0.136,RR,GSL,9,3,stable isotope
1275,4529,North Lake,Can,09BFT1-1,2014,276,CFL,329,TW,17,0.818,RR,GSL,9,3,stable isotope
1276,4530,North Lake,Can,09BFT1-1,2014,232,CFL,258,TW,12,0.21,RR,GSL,9,3,stable isotope
1277,4531,North Lake,Can,09BFT1-1,2014,256,CFL,310,TW,13,0.768,RR,GSL,9,3,stable isotope
1278,4532,North Lake,Can,09BFT1-1,2014,276,CFL,338,TW,21,0.828,RR,GSL,9,3,stable isotope
1279,4533,North Lake,Can,09BFT1-1,2014,279,CFL,374,TW,20,0.002,RR,GSL,9,3,stable isotope
1280,4534,North Lake,Can,09BFT1-1,2014,257,CFL,249,TW,12,0.548,RR,GSL,9,3,stable isotope
1281,4535,North Lake,Can,09BFT1-1,2014,268,CFL,316,TW,10,0.83,RR,GSL,9,3,stable isotope
1282,4536,North Lake,Can,09BFT1-1,2014,249,CFL,274,TW,15,0.13,RR,GSL,9,3,stable isotope
1283,4537,North Lake,Can,09BFT1-1,2014,243,CFL,245,TW,11,0.04,RR,GSL,9,3,stable isotope
1284,4538,North Lake,Can,09BFT1-1,2014,253,CFL,197,TW,12,0.316,RR,GSL,9,3,stable isotope
1285,4539,North Lake,Can,09BFT1-1,2014,253,CFL,230,TW,11,0.762,RR,GSL,9,3,stable isotope
1286,4540,North Lake,Can,09BFT1-1,2014,248,CFL,249,TW,11,0.28,RR,GSL,9,3,stable isotope
1287,4541,North Lake,Can,09BFT1-1,2014,255,CFL,314,TW,10,0.288,RR,GSL,9,3,stable isotope
1288,4552,North Lake,Can,09BFT1-1,2014,262,CFL,326,TW,12,0.722,RR,GSL,9,3,stable isotope
1289,4553,North Lake,Can,09BFT1-1,2014,245,CFL,254,TW,10,0.248,RR,GSL,9,3,stable isotope
1290,4554,North Lake,Can,09BFT1-1,2014,290,CFL,367,TW,25,0.254,RR,GSL,9,3,stable isotope
1291,4555,North Lake,Can,09BFT1-1,2014,283,CFL,346,TW,24,0.008,RR,GSL,9,3,stable isotope
1292,4556,North Lake,Can,09BFT1-1,2014,213,CFL,256,TW,11,0.258,RR,GSL,9,3,stable isotope
1293,4557,North Lake,Can,09BFT1-1,2014,279,CFL,398,TW,20,0.014,RR,GSL,9,3,stable isotope
1294,4558,North Lake,Can,09BFT1-1,2014,241,CFL,209,TW,9,0.022,RR,GSL,9,3,stable isotope
1295,4559,North Lake,Can,09BFT1-1,2014,236.22,CFL,226,TW,9,0.03,RR,GSL,9,3,stable isotope
1296,4560,North Lake,Can,09BFT1-1,2014,264,CFL,339,TW,12,0.582,RR,GSL,9,3,stable isotope
1297,4561,North Lake,Can,09BFT1-1,2014,289,CFL,361,TW,19,0.124,RR,GSL,9,3,stable isotope
1298,4562,North Lake,Can,09BFT1-1,2014,236,CFL,240,TW,11,0.016,RR,GSL,9,3,stable isotope
1299,4563,North Lake,Can,09BFT1-1,2014,256.08,CFL,271,TW,10,0.06,RR,GSL,9,3,stable isotope
1300,4564,North Lake,Can,09BFT1-1,2014,255.01,CFL,268,TW,12,0.878,RR,GSL,9,3,stable isotope
1301,4565,North Lake,Can,09BFT1-1,2014,252,CFL,244,TW,11,0.186,RR,GSL,9,3,stable isotope
1302,4566,North Lake,Can,09BFT1-1,2014,248,CFL,258,TW,13,0.026,RR,GSL,9,3,stable isotope
1303,4567,North Lake,Can,09BFT1-1,2014,291,CFL,344,TW,16,0.68,RR,GSL,9,3,stable isotope
1304,4568,North Lake,Can,09BFT1-1,2014,294,CFL,359,TW,26,0.024,RR,GSL,9,3,stable isotope
1305,4569,North Lake,Can,09BFT1-1,2014,260.35,CFL,285,TW,20,0.562,RR,GSL,9,3,stable isotope
1306,4570,North Lake,Can,09BFT1-1,2014,250,CFL,225,TW,11,0.726,RR,GSL,9,3,stable isotope
1307,4571,North Lake,Can,09BFT1-1,2014,222,CFL,160,TW,10,0.356,RR,GSL,9,3,stable isotope
1308,4572,North Lake,Can,09BFT1-1,2014,287,CFL,319,TW,20,0.242,RR,GSL,9,3,stable isotope
1309,4573,North Lake,Can,09BFT1-1,2014,248,CFL,204,TW,13,0.742,RR,GSL,9,3,stable isotope
1310,4575,North Lake,Can,09BFT1-1,2014,236,CFL,243,TW,11,0.09,RR,GSL,9,3,stable isotope
1311,4576,North Lake,Can,09BFT1-1,2014,236,CFL,194,TW,13,0.418,RR,GSL,9,3,stable isotope
1312,4577,North Lake,Can,09BFT1-1,2014,213,CFL,149,TW,9,0.976,RR,GSL,9,3,stable isotope
1313,4578,North Lake,Can,09BFT1-1,2014,236,CFL,213,TW,9,0.266,RR,GSL,9,3,stable isotope
1314,4579,North Lake,Can,09BFT1-1,2014,213,CFL,201,TW,11,0.46,RR,GSL,9,3,stable isotope
1315,4580,North Lake,Can,09BFT1-1,2014,224,CFL,207,TW,11,0.022,RR,GSL,9,3,stable isotope
1316,4581,North Lake,Can,09BFT1-1,2014,244,CFL,243,TW,12,0.024,RR,GSL,9,3,stable isotope
1317,4582,North Lake,Can,09BFT1-1,2014,230,CFL,186,TW,10,0.244,RR,GSL,9,3,stable isotope
1318,4583,North Lake,Can,09BFT1-1,2014,244,CFL,268,TW,11,0.062,RR,GSL,9,3,stable isotope
1319,4584,North Lake,Can,09BFT1-1,2014,290,CFL,379,TW,18,0.394,RR,GSL,9,3,stable isotope
1320,4586,North Lake,Can,09BFT1-1,2014,206,CFL,136,TW,12,0.904,RR,GSL,9,3,stable isotope
1321,4587,North Lake,Can,09BFT1-1,2014,230,CFL,196,TW,11,0.658,RR,GSL,9,3,stable isotope
1322,4588,North Lake,Can,09BFT1-1,2014,254,CFL,273,TW,20,0.228,RR,GSL,9,3,stable isotope
1323,4589,North Lake,Can,09BFT1-1,2014,225,CFL,179,TW,10,0.898,RR,GSL,8,3,stable isotope
1324,4590,North Lake,Can,09BFT1-1,2014,212,CFL,172,TW,11,0.046,RR,GSL,8,3,stable isotope
1325,4592,North Lake,Can,09BFT1-1,2014,249,CFL,239,TW,12,0.798,RR,GSL,8,3,stable isotope
1326,4593,North Lake,Can,09BFT1-1,2014,264,CFL,314,TW,11,0.902,RR,GSL,9,3,stable isotope
1327,4594,North Lake,Can,09BFT1-1,2014,272,CFL,254,TW,16,0.908,RR,GSL,9,3,stable isotope
1328,4598,Morell,Can,09BFT1-1,2014,234,CFL,260,TW,14,0.154,RR,GSL,9,3,stable isotope
1329,4600,Morell,Can,09BFT1-1,2014,227,CFL,182,TW,9,0.868,RR,GSL,9,3,stable isotope
1330,4601,Morell,Can,09BFT1-1,2014,225.14,CFL,185,TW,13,0.73,RR,GSL,9,3,stable isotope
1331,4602,Morell,Can,09BFT1-1,2014,226,CFL,177,TW,11,0.944,RR,GSL,9,3,stable isotope
1332,4603,Morell,Can,09BFT1-1,2014,221,CFL,192,TW,10,0.91,RR,GSL,9,3,stable isotope
1333,4605,Morell,Can,09BFT1-1,2014,272,CFL,352,TW,14,0.108,RR,GSL,9,3,stable isotope
1334,4606,Morell,Can,09BFT1-1,2014,241.14,CFL,227,TW,12,0.434,RR,GSL,9,3,stable isotope
1335,4607,Morell,Can,09BFT1-1,2014,260,CFL,308,TW,16,0.93,RR,GSL,8,3,stable isotope
1336,4608,Morell,Can,09BFT1-1,2014,220,CFL,189,TW,10,0.67,RR,GSL,9,3,stable isotope
1337,4609,Morell,Can,09BFT1-1,2014,227,CFL,197,TW,10,0.88,RR,GSL,9,3,stable isotope
1338,4610,Morell,Can,09BFT1-1,2014,221,CFL,176,TW,13,0.77,RR,GSL,9,3,stable isotope
1339,4612,Morell,Can,09BFT1-1,2014,235,CFL,231,TW,12,0.284,RR,GSL,9,3,stable isotope
1340,4613,Morell,Can,09BFT1-1,2014,210,CFL,172,TW,8,0.916,RR,GSL,9,3,stable isotope
1341,4614,Morell,Can,09BFT1-1,2014,204,CFL,137,TW,10,0.248,RR,GSL,9,3,stable isotope
1342,4616,Morell,Can,09BFT1-1,2014,201,CFL,170,TW,8,0.906,RR,GSL,9,3,stable isotope
1343,4618,Morell,Can,09BFT1-1,2014,269,CFL,361,TW,20,0.07,TL,GSL,9,3,stable isotope
1344,4619,Morell,Can,09BFT1-1,2014,286,CFL,390,TW,20,0.24,RR,GSL,9,3,stable isotope
1345,4620,Morell,Can,09BFT1-1,2014,251,CFL,281,TW,13,0.032,RR,GSL,9,3,stable isotope
1346,4621,Morell,Can,09BFT1-1,2014,267,CFL,323,TW,16,0.648,RR,GSL,9,3,stable isotope
1347,4622,Morell,Can,09BFT1-1,2014,260,CFL,310,TW,11,0.05,RR,GSL,9,3,stable isotope
1348,4623,Morell,Can,09BFT1-1,2014,255,CFL,235,TW,13,0.906,RR,GSL,9,3,stable isotope
1349,4627,Morell,Can,09BFT1-1,2014,218.74,CFL,170,TW,13,0.486,RR,GSL,9,3,stable isotope
1350,4629,Morell,Can,09BFT1-1,2014,225,CFL,196,TW,10,0.21,RR,GSL,9,3,stable isotope
1351,4632,Morell,Can,09BFT1-1,2014,198,CFL,159,TW,10,0.996,RR,GSL,9,3,stable isotope
1352,4633,Morell,Can,09BFT1-1,2014,259,CFL,310,TW,18,0.002,RR,GSL,9,3,stable isotope
1353,4634,Morell,Can,09BFT1-1,2014,228,CFL,207,TW,12,0.574,RR,GSL,9,3,stable isotope
1354,4635,Morell,Can,09BFT1-1,2014,244,CFL,223,TW,10,0.864,RR,GSL,9,3,stable isotope
1355,4636,Morell,Can,09BFT1-1,2014,269,CFL,298,TW,13,0.712,RR,GSL,9,3,stable isotope
1356,4637,Morell,Can,09BFT1-1,2014,229,CFL,205,TW,12,0.254,RR,GSL,9,3,stable isotope
1357,4639,Morell,Can,09BFT1-1,2014,260,CFL,345,TW,14,0.068,RR,GSL,10,4,stable isotope
1358,4640,Morell,Can,09BFT1-1,2014,272,CFL,274,TW,11,0.93,RR,GSL,9,3,stable isotope
1359,4641,Morell,Can,09BFT1-1,2014,239,CFL,249,TW,11,0.028,RR,GSL,10,4,stable isotope
1360,4642,Morell,Can,09BFT1-1,2014,240,CFL,199,TW,11,0.858,RR,GSL,9,3,stable isotope
1361,4643,Morell,Can,09BFT1-1,2014,239,CFL,248,TW,10,0.142,RR,GSL,9,3,stable isotope
1362,4644,Morell,Can,09BFT1-1,2014,235,CFL,268,TW,13,0.224,RR,GSL,10,4,stable isotope
1363,4645,Morell,Can,09BFT1-1,2014,223,CFL,234,TW,12,0.012,RR,GSL,10,4,stable isotope
1364,4646,Morell,Can,09BFT1-1,2014,241.3,CFL,254,TW,16,0.626,RR,GSL,10,4,stable isotope
1365,4647,Morell,Can,09BFT1-1,2014,221,CFL,151,TW,11,0.96,RR,GSL,9,3,stable isotope
1366,4648,Morell,Can,09BFT1-1,2014,229.41,CFL,196,TW,15,0.452,RR,GSL,9,3,stable isotope
1367,4649,Morell,Can,09BFT1-1,2014,277.42,CFL,345,TW,21,0.03,RR,GSL,10,4,stable isotope
1368,4651,Morell,Can,09BFT1-1,2014,218.4,CFL,174,TW,11,0.768,RR,GSL,10,4,stable isotope
1369,4652,Morell,Can,09BFT1-1,2014,227,CFL,197,TW,12,0.73,RR,GSL,10,4,stable isotope
1370,4653,Morell,Can,09BFT1-1,2014,231,CFL,229,TW,12,0.73,RR,GSL,10,4,stable isotope
1371,4654,Souris,Can,09BFT1-1,2014,240.07,CFL,224,TW,11,0.864,RR,GSL,9,3,stable isotope
1372,4655,Souris,Can,09BFT1-1,2014,177,CFL,162,TW,NA,0.656,RR,GSL,9,3,stable isotope
1373,4656,Souris,Can,09BFT1-1,2014,278,CFL,327,TW,17,0.002,RR,GSL,9,3,stable isotope
1374,4657,Souris,Can,09BFT1-1,2014,219,CFL,191,TW,10,0.988,RR,GSL,9,3,stable isotope
1375,4658,Souris,Can,09BFT1-1,2014,207,CFL,421,TW,17,0.042,RR,GSL,9,3,stable isotope
1376,4659,Souris,Can,09BFT1-1,2014,288,CFL,340,TW,19,0.044,TL,GSL,9,3,stable isotope
1377,4660,Souris,Can,09BFT1-1,2014,223,CFL,177,TW,11,0.048,RR,GSL,9,3,stable isotope
1378,4661,Souris,Can,09BFT1-1,2014,274,CFL,319,TW,15,0.26,RR,GSL,9,3,stable isotope
1379,4662,Seacow Pond,Can,09BFT1-1,2014,266.75,CFL,307,TW,NA,0.386,RR,GSL,9,3,stable isotope
1380,4663,Seacow Pond,Can,09BFT1-1,2014,250.75,CFL,255,TW,11,0.744,RR,GSL,9,3,stable isotope
1381,4664,Seacow Pond,Can,09BFT1-1,2014,272.08,CFL,325,TW,13,0.79,RR,GSL,9,3,stable isotope
1382,4665,Seacow Pond,Can,09BFT1-1,2014,245.41,CFL,239,TW,13,0.71,RR,GSL,9,3,stable isotope
1383,4666,Seacow Pond,Can,09BFT1-1,2014,282.75,CFL,365,TW,20,0.202,RR,GSL,9,3,stable isotope
1384,4667,Seacow Pond,Can,09BFT1-1,2014,282.75,CFL,365,TW,19,0.014,RR,GSL,9,3,stable isotope
1385,4668,Wedgeport,Can,09BFT1-1,2014,181.3,CFL,97,TW,8,0.92,RR,W_ATL,8,3,stable isotope
1386,4669,Wedgeport,Can,09BFT1-1,2014,264.16,CFL,272,TW,14,0.926,RR,W_ATL,8,3,stable isotope
1387,4670,Wedgeport,Can,09BFT1-1,2014,287.02,CFL,361,TW,19,0.044,RR,W_ATL,8,3,stable isotope
1388,4671,Wedgeport,Can,09BFT1-1,2014,245.2,CFL,238,TW,11,0.862,RR,W_ATL,8,3,stable isotope
1389,4672,Wedgeport,Can,09BFT1-1,2014,228.65,CFL,193,TW,11,0.064,RR,W_ATL,8,3,stable isotope
1390,4673,Wedgeport,Can,09BFT1-1,2014,198.7,CFL,127,TW,9,0.67,RR,W_ATL,8,3,stable isotope
1391,4674,Wedgeport,Can,09BFT1-1,2014,200.77,CFL,131,TW,8,0.636,RR,W_ATL,8,3,stable isotope
1392,4675,Wedgeport,Can,09BFT1-1,2014,287.02,CFL,328,TW,21,0.484,RR,W_ATL,8,3,stable isotope
1393,4713,Woods Harbour,Can,09BFT1-1,2015,239,CFL,174,TW,13,0.104,LL,W_ATL,7,3,stable isotope/kin analysis
1394,4715,Woods Harbour,Can,09BFT1-1,2015,237,CFL,170,TW,13,0.306,LL,W_ATL,7,3,stable isotope/kin analysis
1395,4716,Woods Harbour,Can,09BFT1-1,2015,232,CFL,159,TW,11,0.906,LL,W_ATL,7,3,stable isotope/kin analysis
1396,4717,West Head,Can,09BFT1-1,2015,195.58,CFL,94,TW,13,0.848,LL,W_ATL,7,3,stable isotope/kin analysis
1397,4724,Sambro,Can,09BFT1-1,2015,205,CFL,111,TW,9,0.918,LL,W_ATL,9,3,stable isotope/kin analysis
1398,4728,Northwest Cove,Can,09BFT1-1,2015,275.04,CFL,335,TW,26,0.218,TR,W_ATL,8,3,stable isotope/kin analysis
1399,4729,Northwest Cove,Can,09BFT1-1,2015,252.96,CFL,261,TW,12,0.014,TR,W_ATL,8,3,stable isotope/kin analysis
1400,4730,Northwest Cove,Can,09BFT1-1,2015,235.93,CFL,212,TW,NA,0.048,TR,W_ATL,8,3,stable isotope/kin analysis
1401,4730,Northwest Cove,Can,09BFT1-1,2015,235.93,CFL,212,TW,NA,0.624,TR,W_ATL,8,3,stable isotope/kin analysis
1402,4731,Northwest Cove,Can,09BFT1-1,2015,247.98,CFL,246,TW,11,0.016,TR,W_ATL,8,3,stable isotope/kin analysis
1403,4733,Woods Harbour,Can,09BFT1-1,2015,183,CFL,106,TW,7,0.856,TL,W_ATL,8,3,stable isotope/kin analysis
1404,4734,Woods Harbour,Can,09BFT1-1,2015,230,CFL,204,TW,12,0.924,TL,W_ATL,8,3,stable isotope/kin analysis
1405,4735,Woods Harbour,Can,09BFT1-1,2015,215,CFL,156,TW,12,0.98,TL,W_ATL,8,3,stable isotope/kin analysis
1406,4736,Woods Harbour,Can,09BFT1-1,2015,202,CFL,131,TW,9,0.104,TL,W_ATL,8,3,stable isotope/kin analysis
1407,4737,Woods Harbour,Can,09BFT1-1,2015,220,CFL,184,TW,9,0.976,TL,W_ATL,8,3,stable isotope/kin analysis
1408,4739,Woods Harbour,Can,09BFT1-1,2015,237,CFL,208,TW,15,0.26,RR,W_ATL,8,3,stable isotope/kin analysis
1409,4740,Canso,Can,09BFT1-1,2015,256.29,CFL,282,TW,11,0.998,RR,W_ATL,11,4,stable isotope/kin analysis
1410,4743,Halifax,Can,09BFT1-1,2015,181,CFL,276,TW,12,0.996,RR,W_ATL,9,3,stable isotope/kin analysis
1411,4745,Woods Harbour,Can,09BFT1-1,2015,231.14,CFL,169,TW,10,0.896,RR,W_ATL,8,3,stable isotope/kin analysis
1412,4747,Woods Harbour,Can,09BFT1-1,2015,233.68,CFL,191,TW,11,0.478,RR,W_ATL,8,3,stable isotope/kin analysis
1413,4750,Woods Harbour,Can,09BFT1-1,2015,233.68,CFL,185,TW,11,0.244,RR,W_ATL,8,3,stable isotope/kin analysis
1414,4752,Woods Harbour,Can,09BFT1-1,2015,220.98,CFL,162,TW,10,0.85,RR,W_ATL,8,3,stable isotope/kin analysis
1415,4753,Woods Harbour,Can,09BFT1-1,2015,220.98,CFL,174,TW,11,0.986,RR,W_ATL,8,3,stable isotope/kin analysis
1416,4754,Port Mouton,Can,09BFT1-1,2015,251.46,CFL,211,TW,21,0.688,RR,W_ATL,9,3,stable isotope
1417,4755,Port Mouton,Can,09BFT1-1,2015,238.76,CFL,231,TW,14,0.27,RR,W_ATL,10,4,stable isotope
1418,4756,Port Mouton,Can,09BFT1-1,2015,234.74,CFL,209,TW,12,0.26,RR,W_ATL,10,4,stable isotope
1419,4757,Port Mouton,Can,09BFT1-1,2015,266.7,CFL,316,TW,19,0.018,TL,W_ATL,10,4,stable isotope
1420,4758,Woods Harbour,Can,09BFT1-1,2015,210.82,CFL,156,TW,11,0.644,RR,W_ATL,8,3,stable isotope/kin analysis
1421,4759,Woods Harbour,Can,09BFT1-1,2015,215.9,CFL,160,TW,11,1,RR,W_ATL,8,3,stable isotope/kin analysis
