ID1,Source,ID,Year,Length,Type_length,Weight,Type_of_weight,age,Prob(East),GEAR,BFT_Area,Month,Season,Quarter
2504,GBYP,IFRE-GL-J-34,2011,115,FL,82.65942529,TW,NA,0.964879,longline,W_MED,8,S,3
2505,GBYP,IFRE-GL-J-36,2011,102,FL,43.26142143,TW,NA,0.995932,longline,W_MED,8,S,3
2506,GBYP,IFRE-GL-J-37,2011,115,FL,40.61293059,TW,NA,0.97676,longline,W_MED,8,S,3
2507,GBYP,IFRE-GL-J-38,2011,110.16242,FL,NA,TW,NA,0.864712,handline,W_MED,7,S,3
2508,GBYP,IFRE-GL-J-39,2011,115.1215,FL,NA,TW,4,0.972162,handline,W_MED,7,S,3
2509,GBYP,IFRE-GL-J-40,2011,103.43224,FL,NA,TW,NA,0.925859,longline,W_MED,8,S,3
2510,GBYP,IFRE-GL-J-41,2011,103.78646,FL,NA,TW,4,0.977118,longline,W_MED,7,S,3
2511,GBYP,INRH-MO-L-1,2011,227,FL,56.01415419,TW,NA,0.083,trap,SE_ATL,5,Sp,2
2512,GBYP,INRH-MO-L-2,2011,217,FL,43.26142143,TW,9,0.828,trap,SE_ATL,5,Sp,2
2513,GBYP,INRH-MO-L-3,2011,227,FL,45.08713039,TW,8,0.778,trap,SE_ATL,5,Sp,2
2514,GBYP,INRH-MO-L-4,2011,220,FL,201.8064463,TW,9,0.943,trap,SE_ATL,5,Sp,2
2515,GBYP,INRH-MO-L-5,2011,227,FL,121.6318245,TW,8,0.729,trap,SE_ATL,5,Sp,2
2516,GBYP,INRH-MO-L-6,2011,231,FL,101.5102832,TW,9,0.661,trap,SE_ATL,5,Sp,2
2517,GBYP,INRH-MO-L-7,2011,237,FL,104.7019309,TW,NA,0.642,trap,SE_ATL,6,S,2
2518,GBYP,INRH-MO-L-8,2011,234,FL,144.1602505,TW,NA,0.966,trap,SE_ATL,6,S,2
2519,GBYP,INRH-MO-L-9,2011,231,FL,121.6318245,TW,NA,0.146,trap,SE_ATL,6,S,2
2520,GBYP,INRH-MO-L-10,2011,244,FL,154.2864198,TW,NA,0.131,trap,SE_ATL,6,S,2
2521,GBYP,INRH-MO-L-11,2011,244,FL,189.7416226,TW,NA,0.592,trap,SE_ATL,6,S,2
2522,GBYP,INRH-MO-L-12,2011,247,FL,116.3805742,TW,NA,0.668,trap,SE_ATL,6,S,2
2523,GBYP,INRH-MO-L-13,2011,220,FL,257.8630942,TW,NA,0.278,trap,SE_ATL,6,S,2
2524,GBYP,INRH-MO-L-14,2011,244,FL,169.2171758,TW,NA,0.339,trap,SE_ATL,6,S,2
2525,GBYP,INRH-MO-L-15,2011,244,FL,199.3550369,TW,NA,0.475,trap,SE_ATL,6,S,2
2526,GBYP,INRH-MO-L-16,2011,214,FL,99.93828682,TW,NA,0.959,trap,SE_ATL,6,S,2
2527,GBYP,INRH-MO-L-17,2011,241,FL,180.4324684,TW,NA,0.032,trap,SE_ATL,6,S,2
2528,GBYP,INRH-MO-L-19,2011,231,FL,192.1162799,TW,NA,0.052,trap,SE_ATL,6,S,2
2529,GBYP,INRH-MO-L-20,2011,231,FL,150.1827136,TW,NA,0.069,trap,SE_ATL,6,S,2
2530,GBYP,INRH-MO-L-21,2011,234,FL,99.93828682,TW,NA,0.649,trap,SE_ATL,6,S,2
2531,GBYP,INRH-MO-L-23,2011,257,FL,109.6096122,TW,NA,0.003,trap,SE_ATL,6,S,2
2532,GBYP,INRH-MO-L-24,2011,247,FL,154.2864198,TW,NA,0.1,trap,SE_ATL,6,S,2
2533,GBYP,INRH-MO-L-25,2011,224,FL,269.5606733,TW,NA,0.366,trap,SE_ATL,6,S,2
2534,GBYP,INRH-MO-L-26,2011,257,FL,107.9575953,TW,NA,0.132,trap,SE_ATL,6,S,2
2535,GBYP,INRH-MO-L-27,2011,254,FL,224.7485069,TW,NA,0.214,trap,SE_ATL,6,S,2
2536,GBYP,INRH-MO-L-28,2011,207,FL,136.3758089,TW,NA,0.102,trap,SE_ATL,6,S,2
2537,GBYP,INRH-MO-L-29,2011,220,FL,99.93828682,TW,NA,0.72,trap,SE_ATL,6,S,2
2538,GBYP,INRH-MO-L-30,2011,214,FL,116.3805742,TW,NA,0.436,trap,SE_ATL,6,S,2
2539,GBYP,INRH-MO-L-31,2011,231,FL,173.6476227,TW,NA,0.433,trap,SE_ATL,6,S,2
2540,GBYP,INRH-MO-L-32,2011,227,FL,127.033512,TW,NA,0.028,trap,SE_ATL,6,S,2
2541,GBYP,INRH-MO-L-34,2011,210,FL,281.5951333,TW,NA,0.019,trap,SE_ATL,6,S,2
2542,GBYP,INRH-MO-L-35,2011,224,FL,232.7529315,TW,NA,0.831,trap,SE_ATL,6,S,2
2543,GBYP,INRH-MO-L-36,2011,224,FL,99.93828682,TW,NA,0.209,trap,SE_ATL,6,S,2
2544,GBYP,INRH-MO-L-87,2012,187,FL,NA,,NA,0.881,trap,SE_ATL,5,Sp,2
2545,GBYP,INRH-MO-L-88,2012,218,FL,NA,,10,0.523,trap,SE_ATL,5,Sp,2
2546,GBYP,INRH-MO-L-89,2012,196,FL,NA,,NA,0.818,trap,SE_ATL,5,Sp,2
2547,GBYP,INRH-MO-L-90,2012,223,FL,NA,,9,0.898,trap,SE_ATL,5,Sp,2
2548,GBYP,INRH-MO-L-91,2012,220,FL,NA,,NA,0.909,trap,SE_ATL,5,Sp,2
2549,GBYP,INRH-MO-L-92,2012,187,FL,NA,,13,0.862,trap,SE_ATL,5,Sp,2
2550,GBYP,INRH-MO-L-93,2012,202,FL,NA,,NA,0.97,trap,SE_ATL,5,Sp,2
2551,GBYP,INRH-MO-L-94,2012,202,FL,NA,,11,0.922,trap,SE_ATL,5,Sp,2
2552,GBYP,INRH-MO-L-95,2012,220,FL,NA,,15,0.965,trap,SE_ATL,5,Sp,2
2553,GBYP,INRH-MO-L-96,2012,182,FL,NA,,9,0.976,trap,SE_ATL,5,Sp,2
2554,GBYP,INRH-MO-L-97,2012,206,FL,NA,,11,0.966,trap,SE_ATL,5,Sp,2
2555,GBYP,INRH-MO-L-98,2012,202,FL,NA,,NA,0.983,trap,SE_ATL,5,Sp,2
2556,GBYP,INRH-MO-L-99,2012,206,FL,NA,,10,0.99,trap,SE_ATL,5,Sp,2
2557,GBYP,INRH-MO-L-100,2012,171,FL,NA,,8,0.584,trap,SE_ATL,5,Sp,2
2558,GBYP,INRH-MO-L-101,2012,233,FL,NA,,9,0.966,trap,SE_ATL,5,Sp,2
2559,GBYP,INRH-MO-L-102,2012,202,FL,NA,,16,0.81,trap,SE_ATL,5,Sp,2
2560,GBYP,INRH-MO-L-103,2012,213,FL,NA,,11,0.868,trap,SE_ATL,5,Sp,2
2561,GBYP,INRH-MO-L-104,2012,189,FL,NA,,NA,0.952,trap,SE_ATL,5,Sp,2
2562,GBYP,INRH-MO-L-105,2012,210,FL,NA,,11,0.966,trap,SE_ATL,5,Sp,2
2563,GBYP,INRH-MO-L-106,2012,210,FL,NA,,11,0.887,trap,SE_ATL,5,Sp,2
2564,GBYP,INRH-MO-L-107,2012,216,FL,NA,,13,0.989,trap,SE_ATL,5,Sp,2
2565,GBYP,INRH-MO-L-108,2012,214,FL,NA,,NA,0.949,trap,SE_ATL,5,Sp,2
2566,GBYP,INRH-MO-L-109,2012,202,FL,NA,,10,0.822,trap,SE_ATL,5,Sp,2
2567,GBYP,INRH-MO-L-110,2012,218,FL,NA,,NA,0.735,trap,SE_ATL,5,Sp,2
2568,GBYP,INRH-MO-L-111,2012,229,FL,NA,,NA,0.959,trap,SE_ATL,5,Sp,2
2569,GBYP,INRH-MO-L-112,2012,225,FL,NA,,11,0.971,trap,SE_ATL,5,Sp,2
2570,GBYP,INRH-MO-L-113,2012,217,FL,NA,,10,0.986,trap,SE_ATL,5,Sp,2
2571,GBYP,INRH-MO-L-114,2012,196,FL,NA,,NA,0.904,trap,SE_ATL,5,Sp,2
2572,GBYP,INRH-MO-L-115,2012,200,FL,NA,,14,0.978,trap,SE_ATL,5,Sp,2
2573,GBYP,INRH-MO-L-116,2012,213,FL,NA,,9,0.841,trap,SE_ATL,5,Sp,2
2574,GBYP,INRH-MO-L-117,2012,193,FL,NA,,NA,0.867,trap,SE_ATL,5,Sp,2
2575,GBYP,INRH-MO-L-118,2012,222,FL,NA,,10,0.935,trap,SE_ATL,5,Sp,2
2576,GBYP,INRH-MO-L-119,2012,206,FL,NA,,10,0.876,trap,SE_ATL,5,Sp,2
2577,GBYP,INRH-MO-L-120,2012,206,FL,NA,,10,0.875,trap,SE_ATL,5,Sp,2
2578,GBYP,INRH-MO-L-121,2012,222,FL,NA,,NA,0.949,trap,SE_ATL,5,Sp,2
2579,GBYP,INRH-MO-L-122,2012,202,FL,NA,,NA,0.914,trap,SE_ATL,5,Sp,2
2580,GBYP,INRH-MO-L-123,2012,206,FL,NA,,NA,0.831,trap,SE_ATL,5,Sp,2
2581,GBYP,INRH-MO-L-124,2012,202,FL,NA,,NA,0.64,trap,SE_ATL,5,Sp,2
2582,GBYP,INRH-MO-L-125,2012,214,FL,NA,,NA,0.843,trap,SE_ATL,5,Sp,2
2583,GBYP,INRH-MO-L-126,2012,187,FL,NA,,NA,0.874,trap,SE_ATL,5,Sp,2
2584,GBYP,INRH-MO-L-127,2012,218,FL,NA,,NA,0.927,trap,SE_ATL,5,Sp,2
2585,GBYP,INRH-MO-L-128,2012,218,FL,NA,,NA,0.958,trap,SE_ATL,5,Sp,2
2586,GBYP,INRH-MO-L-129,2012,197,FL,NA,,NA,0.777,trap,SE_ATL,5,Sp,2
2587,GBYP,INRH-MO-L-131,2012,225,FL,NA,,NA,0.952,trap,SE_ATL,5,Sp,2
2588,GBYP,INRH-MO-L-132,2012,227,FL,NA,,NA,0.957,trap,SE_ATL,5,Sp,2
2589,GBYP,INRH-MO-L-133,2012,229,FL,NA,,NA,0.899,trap,SE_ATL,5,Sp,2
2590,GBYP,INRH-MO-L-134,2012,215,FL,NA,,NA,0.914,trap,SE_ATL,5,Sp,2
2591,GBYP,INRH-MO-L-135,2012,222,FL,NA,,NA,0.238,trap,SE_ATL,5,Sp,2
2592,GBYP,INRH-MO-L-136,2012,210,FL,NA,,NA,0.978,trap,SE_ATL,5,Sp,2
2593,GBYP,INRH-MO-L-138,2013,199,FL,NA,TW,NA,0.968,trap,SE_ATL,5,Sp,2
2594,GBYP,INRH-MO-L-139,2013,194,FL,NA,TW,NA,0.9,trap,SE_ATL,5,Sp,2
2595,GBYP,INRH-MO-L-140,2013,247,FL,NA,TW,NA,0.939,trap,SE_ATL,5,Sp,2
2596,GBYP,INRH-MO-L-141,2013,219,FL,NA,TW,NA,0.815,trap,SE_ATL,5,Sp,2
2597,GBYP,INRH-MO-L-142,2013,195,FL,NA,TW,NA,0.854,trap,SE_ATL,5,Sp,2
2598,GBYP,INRH-MO-L-143,2013,235,FL,NA,TW,NA,0.973,trap,SE_ATL,5,Sp,2
2599,GBYP,INRH-MO-L-144,2013,195,FL,NA,TW,NA,0.897,trap,SE_ATL,5,Sp,2
2600,GBYP,INRH-MO-L-145,2013,233,FL,NA,TW,NA,0.73,trap,SE_ATL,5,Sp,2
2601,GBYP,INRH-MO-L-146,2013,215,FL,NA,TW,NA,0.863,trap,SE_ATL,5,Sp,2
2602,GBYP,INRH-MO-L-147,2013,235,FL,NA,TW,NA,0.17,trap,SE_ATL,5,Sp,2
2603,GBYP,INRH-MO-L-148,2013,209,FL,NA,TW,NA,0.22,trap,SE_ATL,5,Sp,2
2604,GBYP,INRH-MO-L-149,2013,217,FL,NA,TW,NA,0.773,trap,SE_ATL,5,Sp,2
2605,GBYP,INRH-MO-L-150,2013,215,FL,NA,TW,NA,0.878,trap,SE_ATL,5,Sp,2
2606,GBYP,INRH-MO-L-151,2013,199,FL,NA,TW,NA,0.631,trap,SE_ATL,5,Sp,2
2607,GBYP,INRH-MO-L-152,2013,199,FL,NA,TW,NA,0.093,trap,SE_ATL,5,Sp,2
2608,GBYP,INRH-MO-L-153,2013,226,FL,NA,TW,NA,0.386,trap,SE_ATL,5,Sp,2
2609,GBYP,INRH-MO-L-154,2013,206,FL,NA,TW,NA,0.75,trap,SE_ATL,5,Sp,2
2610,GBYP,INRH-MO-L-155,2013,230,FL,NA,TW,NA,0.568,trap,SE_ATL,5,Sp,2
2611,GBYP,INRH-MO-L-156,2013,225,FL,NA,TW,NA,0.07028,trap,SE_ATL,5,Sp,2
2612,GBYP,INRH-MO-L-157,2013,219,FL,NA,TW,NA,0.945,trap,SE_ATL,5,Sp,2
2613,GBYP,INRH-MO-L-158,2013,230,FL,NA,TW,NA,0.806,trap,SE_ATL,5,Sp,2
2614,GBYP,INRH-MO-L-159,2013,212,FL,NA,TW,NA,0.54,trap,SE_ATL,5,Sp,2
2615,GBYP,INRH-MO-L-160,2013,212,FL,NA,TW,NA,0.468,trap,SE_ATL,5,Sp,2
2616,GBYP,INRH-MO-L-161,2013,226,FL,NA,TW,NA,0.392,trap,SE_ATL,5,Sp,2
2617,GBYP,INRH-MO-L-162,2013,206,FL,NA,TW,NA,0.476,trap,SE_ATL,5,Sp,2
2618,GBYP,INRH-MO-L-163,2013,206,FL,NA,TW,NA,0.707,trap,SE_ATL,5,Sp,2
2619,GBYP,INRH-MO-L-164,2013,202,FL,NA,TW,NA,0.269,trap,SE_ATL,5,Sp,2
2620,GBYP,INRH-MO-L-165,2013,202,FL,NA,TW,NA,0.381,trap,SE_ATL,5,Sp,2
2621,GBYP,INRH-MO-L-166,2013,195,FL,NA,TW,NA,0.181,trap,SE_ATL,5,Sp,2
2622,GBYP,INRH-MO-L-167,2013,206,FL,NA,TW,NA,0.845,trap,SE_ATL,5,Sp,2
2623,GBYP,INRH-MO-L-168,2013,206,FL,NA,TW,NA,0.328,trap,SE_ATL,5,Sp,2
2624,GBYP,INRH-MO-L-169,2013,230,FL,NA,TW,NA,0.71,trap,SE_ATL,5,Sp,2
2625,GBYP,INRH-MO-L-170,2013,209,FL,NA,TW,NA,0.608,trap,SE_ATL,5,Sp,2
2626,GBYP,INRH-MO-L-171,2013,228,FL,210,TW,NA,0.912,trap,SE_ATL,5,Sp,2
2627,GBYP,INRH-MO-L-172,2013,238,FL,227,TW,NA,0.831,trap,SE_ATL,5,Sp,2
2628,GBYP,INRH-MO-L-173,2013,217,FL,193,TW,NA,0.514,trap,SE_ATL,5,Sp,2
2629,GBYP,INRH-MO-L-174,2013,236,FL,245,TW,NA,0.449,trap,SE_ATL,5,Sp,2
2630,GBYP,INRH-MO-L-175,2013,208,FL,187,TW,NA,0.115,trap,SE_ATL,5,Sp,2
2631,GBYP,INRH-MO-L-176,2013,211,FL,177,TW,NA,0.796,trap,SE_ATL,5,Sp,2
2632,GBYP,INRH-MO-L-177,2013,217,FL,185,TW,NA,0.949,trap,SE_ATL,5,Sp,2
2633,GBYP,INRH-MO-L-178,2013,232,FL,222,TW,NA,0.795,trap,SE_ATL,5,Sp,2
2634,GBYP,INRH-MO-L-179,2013,176,FL,106,TW,NA,0.924,trap,SE_ATL,5,Sp,2
2635,GBYP,INRH-MO-L-180,2013,254,FL,291,TW,NA,0.68,trap,SE_ATL,5,Sp,2
2636,GBYP,INRH-MO-L-181,2013,220,FL,192,TW,NA,0.842,trap,SE_ATL,5,Sp,2
2637,GBYP,INRH-MO-L-182,2013,172,FL,91,TW,NA,0.312,trap,SE_ATL,5,Sp,2
2638,GBYP,INRH-MO-L-183,2013,230,FL,217,TW,NA,0.666,trap,SE_ATL,5,Sp,2
2639,GBYP,INRH-MO-L-184,2013,218,FL,189,TW,NA,0.674,trap,SE_ATL,5,Sp,2
2640,GBYP,INRH-MO-L-185,2013,221,FL,193,TW,NA,0.828,trap,SE_ATL,5,Sp,2
2641,GBYP,INRH-MO-L-186,2013,212,FL,180,TW,NA,0.914,trap,SE_ATL,5,Sp,2
2642,GBYP,INRH-MO-L-187,2013,198,FL,152,TW,NA,0.635,trap,SE_ATL,5,Sp,2
2643,GBYP,INRH-MO-L-188,2013,236,FL,269,TW,NA,0.765,trap,SE_ATL,5,Sp,2
2644,GBYP,INRH-MO-L-189,2013,195,FL,150,TW,NA,0.594,trap,SE_ATL,5,Sp,2
2645,GBYP,INRH-MO-L-190,2013,183,FL,111,TW,NA,0.712,trap,SE_ATL,5,Sp,2
2646,GBYP,INRH-MO-L-191,2013,231,FL,235,TW,NA,0.848,trap,SE_ATL,5,Sp,2
2647,GBYP,INRH-MO-L-192,2013,209,FL,174,TW,NA,0.749,trap,SE_ATL,5,Sp,2
2648,GBYP,INRH-MO-L-193,2013,224,FL,212,TW,NA,0.939,trap,SE_ATL,5,Sp,2
2649,GBYP,INRH-MO-L-194,2013,206,FL,165,TW,NA,0.845,trap,SE_ATL,5,Sp,2
2650,GBYP,INRH-MO-L-195,2013,241,FL,259,TW,NA,0.893,trap,SE_ATL,5,Sp,2
2651,GBYP,INRH-MO-L-196,2013,211,FL,168,TW,NA,0.289,trap,SE_ATL,5,Sp,2
2652,GBYP,INRH-MO-L-197,2014,243,FL,243,TW,NA,0.664,trap,SE_ATL,5,Sp,2
2653,GBYP,INRH-MO-L-198,2014,214,FL,168,TW,NA,0.866,trap,SE_ATL,5,Sp,2
2654,GBYP,INRH-MO-L-199,2014,244,FL,245,TW,NA,0.327,trap,SE_ATL,5,Sp,2
2655,GBYP,INRH-MO-L-201,2014,223,FL,189,TW,NA,0.016,trap,SE_ATL,5,Sp,2
2656,GBYP,INRH-MO-L-202,2014,229,FL,204,TW,NA,0.764,trap,SE_ATL,5,Sp,2
2657,GBYP,INRH-MO-L-203,2014,229,FL,204,TW,NA,0.919,trap,SE_ATL,5,Sp,2
2658,GBYP,INRH-MO-L-204,2014,244,FL,245,TW,NA,0.757,trap,SE_ATL,5,Sp,2
2659,GBYP,INRH-MO-L-205,2014,240,FL,234,TW,NA,0.864,trap,SE_ATL,5,Sp,2
2660,GBYP,INRH-MO-L-206,2014,237,FL,226,TW,NA,0.846,trap,SE_ATL,5,Sp,2
2661,GBYP,INRH-MO-L-207,2014,223,FL,189,TW,NA,0.122,trap,SE_ATL,5,Sp,2
2662,GBYP,INRH-MO-L-208,2014,253,FL,273,TW,NA,0.735,trap,SE_ATL,5,Sp,2
2663,GBYP,INRH-MO-L-209,2014,236,FL,223,TW,NA,0.708,trap,SE_ATL,5,Sp,2
2664,GBYP,INRH-MO-L-210,2014,199,FL,136,TW,NA,0.403,trap,SE_ATL,5,Sp,2
2665,GBYP,INRH-MO-L-211,2014,206,FL,150,TW,NA,0.294,trap,SE_ATL,5,Sp,2
2666,GBYP,INRH-MO-L-212,2014,227,FL,199,TW,NA,0.306,trap,SE_ATL,5,Sp,2
2667,GBYP,INRH-MO-L-213,2014,210,FL,159,TW,NA,0.494,trap,SE_ATL,5,Sp,2
2668,GBYP,INRH-MO-L-214,2014,244,FL,245,TW,NA,0.834,trap,SE_ATL,5,Sp,2
2669,GBYP,INRH-MO-L-215,2014,244,FL,245,TW,NA,0.038,trap,SE_ATL,5,Sp,2
2670,GBYP,INRH-MO-L-216,2014,240,FL,234,TW,NA,0.907,trap,SE_ATL,5,Sp,2
2671,GBYP,INRH-MO-L-217,2014,240,FL,234,TW,NA,0.818,trap,SE_ATL,5,Sp,2
2672,GBYP,INRH-MO-L-218,2014,256,FL,282,TW,NA,0.736,trap,SE_ATL,5,Sp,2
2673,GBYP,INRH-MO-L-219,2014,214,FL,168,TW,NA,0.828,trap,SE_ATL,5,Sp,2
2674,GBYP,INRH-MO-L-220,2014,218,FL,177,TW,NA,0.866,trap,SE_ATL,5,Sp,2
2675,GBYP,INRH-MO-L-221,2014,229,FL,204,TW,NA,0.901,trap,SE_ATL,5,Sp,2
2676,GBYP,INRH-MO-L-222,2014,225,FL,194,TW,NA,0.593,trap,SE_ATL,5,Sp,2
2677,GBYP,INRH-MO-L-223,2014,220,FL,182,TW,NA,0.013,trap,SE_ATL,5,Sp,2
2678,GBYP,INRH-MO-L-224,2014,272,FL,337,TW,NA,0.97,trap,SE_ATL,5,Sp,2
2679,GBYP,INRH-MO-L-225,2014,186,FL,111,TW,NA,0.225,trap,SE_ATL,5,Sp,2
2680,GBYP,INRH-MO-L-226,2014,214,FL,168,TW,NA,0.055,trap,SE_ATL,5,Sp,2
2681,GBYP,INRH-MO-L-227,2014,227,FL,199,TW,NA,0.292,trap,SE_ATL,5,Sp,2
2682,GBYP,INRH-MO-L-228,2014,210,FL,159,TW,NA,0.082,trap,SE_ATL,5,Sp,2
2683,GBYP,INRH-MO-L-229,2014,225,FL,194,TW,NA,0.056,trap,SE_ATL,5,Sp,2
2684,GBYP,INRH-MO-L-230,2014,210,FL,159,TW,NA,0.156,trap,SE_ATL,5,Sp,2
2685,GBYP,INRH-MO-L-231,2014,216,FL,172,TW,NA,0.025,trap,SE_ATL,5,Sp,2
2686,GBYP,INRH-MO-L-232,2014,254,FL,276,TW,NA,0.205,trap,SE_ATL,5,Sp,2
2687,GBYP,INRH-MO-L-233,2014,233,FL,215,TW,NA,0.115,trap,SE_ATL,5,Sp,2
2688,GBYP,INRH-MO-L-234,2014,225,FL,194,TW,NA,0.853,trap,SE_ATL,5,Sp,2
2689,GBYP,INRH-MO-L-235,2014,230,FL,207,TW,NA,0.051,trap,SE_ATL,5,Sp,2
2690,GBYP,INRH-MO-L-236,2014,220,FL,182,TW,NA,0.001,trap,SE_ATL,5,Sp,2
2691,GBYP,INRH-MO-L-237,2014,229,FL,204,TW,NA,0,trap,SE_ATL,5,Sp,2
2692,GBYP,INRH-MO-L-238,2014,221,FL,184,TW,NA,0.364,trap,SE_ATL,5,Sp,2
2693,GBYP,INRH-MO-L-239,2014,275,FL,347,TW,NA,0.068,trap,SE_ATL,5,Sp,2
2694,GBYP,INRH-MO-L-240,2014,239,FL,231,TW,NA,0.027,trap,SE_ATL,5,Sp,2
2695,GBYP,INRH-MO-L-241,2014,206,FL,150,TW,NA,0.423,trap,SE_ATL,5,Sp,2
2696,GBYP,INRH-MO-L-242,2014,218,FL,177,TW,NA,0.252,trap,SE_ATL,5,Sp,2
2697,GBYP,INRH-MO-L-243,2014,218,FL,177,TW,NA,0.055,trap,SE_ATL,5,Sp,2
2698,GBYP,INRH-MO-L-244,2014,219,FL,179,TW,NA,0.441,trap,SE_ATL,5,Sp,2
2699,GBYP,INRH-MO-L-245,2014,240,FL,234,TW,NA,0.498,trap,SE_ATL,5,Sp,2
2700,GBYP,INRH-MO-L-246,2014,243,FL,243,TW,NA,0.073,trap,SE_ATL,5,Sp,2
2701,GBYP,IPIM-PO-L-1,2011,238,FL,142,TW,16,0.089,trap,SE_ATL,6,S,2
2702,GBYP,IPIM-PO-L-2,2011,195,FL,106,TW,8,0.864,trap,SE_ATL,6,S,2
2703,GBYP,IPIM-PO-L-3,2011,240,FL,175,TW,9,0.946,trap,SE_ATL,6,S,2
2704,GBYP,IPIM-PO-L-4,2011,195,FL,112,TW,8,0.85,trap,SE_ATL,6,S,2
2705,GBYP,IPIM-PO-L-5,2011,190,FL,115,TW,8,0.987,trap,SE_ATL,6,S,2
2706,GBYP,IPIM-PO-L-6,2011,195,FL,116,TW,11,0.7,trap,SE_ATL,6,S,2
2707,GBYP,IPIM-PO-L-7,2011,200,FL,105,TW,13,0.903087,trap,SE_ATL,6,S,2
2708,GBYP,IPIM-PO-L-8,2011,190,FL,116,TW,10,0.803,trap,SE_ATL,6,S,2
2709,GBYP,IPIM-PO-L-9,2011,196,FL,119,TW,8,0.595,trap,SE_ATL,6,S,2
2710,GBYP,IPIM-PO-L-10,2011,196,FL,122,TW,8,0.932,trap,SE_ATL,6,S,2
2711,GBYP,IPIM-PO-L-11,2011,195,FL,120,TW,10,0.765,trap,SE_ATL,6,S,2
2712,GBYP,IPIM-PO-L-12,2011,205,FL,101,TW,NA,0.047837,trap,SE_ATL,7,S,3
2713,GBYP,IPIM-PO-L-13,2011,208,FL,125,TW,8,0.873,trap,SE_ATL,7,S,3
2714,GBYP,IPIM-PO-L-14,2011,230,FL,225,TW,11,0.697,trap,SE_ATL,8,S,3
2715,GBYP,IPIM-PO-L-15,2011,200,FL,123,TW,8,0.449,trap,SE_ATL,8,S,3
2716,GBYP,IPIM-PO-L-16,2011,240,FL,214,TW,17,0.952,trap,SE_ATL,8,S,3
2717,GBYP,IPIM-PO-L-17,2011,233,FL,191,TW,10,0.863,trap,SE_ATL,8,S,3
2718,GBYP,IPIM-PO-L-18,2011,225,FL,178,TW,15,0.927,trap,SE_ATL,8,S,3
2719,GBYP,IPIM-PO-L-19,2011,212,FL,171,TW,9,0.795,trap,SE_ATL,8,S,3
2720,GBYP,IPIM-PO-L-20,2011,189,FL,120,TW,8,0.624,trap,SE_ATL,8,S,3
2721,GBYP,IPIM-PO-L-21,2011,205,FL,132,TW,10,0.852,trap,SE_ATL,8,S,3
2722,GBYP,IPIM-PO-L-22,2011,235,FL,211,TW,9,0.898,trap,SE_ATL,8,S,3
2723,GBYP,IPIM-PO-L-23,2011,178,FL,133,TW,8,0.982,trap,SE_ATL,7,S,3
2724,GBYP,IPIM-PO-L-24,2011,220,FL,142,TW,10,0.984,trap,SE_ATL,7,S,3
2725,GBYP,IPIM-PO-L-25,2011,219,FL,153,TW,10,0.312,trap,SE_ATL,8,S,3
2726,GBYP,IPIM-PO-L-26,2011,210,FL,144,TW,8,0.65,trap,SE_ATL,8,S,3
2727,GBYP,IPIM-PO-L-27,2011,195,FL,152,TW,7,0.964,trap,SE_ATL,9,F,3
2728,GBYP,IPIM-PO-L-28,2011,195,FL,117,TW,12,0.976,trap,SE_ATL,8,S,3
2729,GBYP,IPIM-PO-L-29,2011,187,FL,105,TW,NA,0.969,trap,SE_ATL,8,S,3
2730,GBYP,IPIM-PO-L-30,2011,190,FL,138,TW,NA,0.535,trap,SE_ATL,8,S,3
2731,GBYP,IPIM-PO-L-31,2011,189,FL,106,TW,NA,0.987,trap,SE_ATL,8,S,3
2732,GBYP,IPIM-PO-L-32,2011,241,FL,262,TW,10,0.983,trap,SE_ATL,8,S,3
2733,GBYP,IPIM-PO-L-33,2011,198,FL,127,TW,NA,0.545,trap,SE_ATL,8,S,3
2734,GBYP,IPIM-PO-L-34,2011,223,FL,177,TW,10,0.98,trap,SE_ATL,8,S,3
2735,GBYP,IPIM-PO-L-35,2011,212,FL,116,TW,9,0.961,trap,SE_ATL,8,S,3
2736,GBYP,IPIM-PO-L-36,2011,192,FL,134,TW,NA,0.872,trap,SE_ATL,8,S,3
2737,GBYP,IPIM-PO-L-37,2011,214,FL,150,TW,NA,0.934,trap,SE_ATL,8,S,3
2738,GBYP,IPIM-PO-L-38,2011,200,FL,131,TW,7,0.772,trap,SE_ATL,8,S,3
2739,GBYP,IPIM-PO-L-39,2011,198,FL,141,TW,NA,0.914,trap,SE_ATL,8,S,3
2740,GBYP,IPIM-PO-L-40,2011,186,FL,118,TW,8,0.628202,trap,SE_ATL,8,S,3
2741,GBYP,IPIM-PO-L-41,2011,214,FL,186,TW,8,0.818,trap,SE_ATL,8,S,3
2742,GBYP,IPIM-PO-L-42,2011,278,FL,353,TW,16,0.972,trap,SE_ATL,9,F,3
2743,GBYP,IPIM-PO-L-43,2011,198,FL,126,TW,NA,0.539,trap,SE_ATL,9,F,3
2744,GBYP,IPIM-PO-L-44,2011,213,FL,134,TW,8,0.641,trap,SE_ATL,9,F,3
2745,GBYP,IPIM-PO-L-45,2011,179,FL,100,TW,NA,0.824,trap,SE_ATL,9,F,3
2746,GBYP,IPIM-PO-L-46,2011,191,FL,109,TW,NA,0.625,trap,SE_ATL,9,F,3
2747,GBYP,IPIM-PO-L-47,2011,202,FL,142,TW,NA,0.702,trap,SE_ATL,9,F,3
2748,GBYP,IPIM-PO-L-48,2011,202,FL,139,TW,NA,0.35,trap,SE_ATL,9,F,3
