;ID1;Source;ID;Year;Length;Type_length;Weight;Type_of_weight;age;Prob.East.;GEAR;BFT_Area;Month;quarter;Method
4552;4552;US+Can;Tthy956;1996;228.55906;EST_L;220.4182232;EST_L;10;0.938;UN;W_ATL;10;4;Otolith Chemistry
4553;4553;US+Can;Tthy961;1996;177;NA;102.1672454;EST_L;8;0.306;UN;W_ATL;10;4;Otolith Chemistry
4554;4554;US+Can;Tthy969;1996;223.75606;EST_L;206.7783768;EST_L;10;0.92;UN;W_ATL;10;4;Otolith Chemistry
4555;4555;US+Can;Tthy971;1996;222.79546;EST_L;204.1198477;EST_L;11;0.862;UN;W_ATL;10;4;Otolith Chemistry
4556;4556;US+Can;Tthy976;1996;244.88926;EST_L;271.2649143;EST_L;16;0.686;UN;W_ATL;10;4;Otolith Chemistry
4557;4557;US+Can;Tthy978;1996;232.40146;EST_L;231.752716;EST_L;10;0.988;UN;W_ATL;10;4;Otolith Chemistry
4560;4560;US+Can;Tthy995;1996;221.83486;EST_L;201.484233;EST_L;10;0.39;UN;W_ATL;10;4;Otolith Chemistry
4561;4561;US+Can;Y04505;1977;74;EST_L;4.989512;RWT;2;0.056;RR;W_ATL;6;2;Otolith Chemistry
4562;4562;US+Can;Y04520;1977;124;EST_L;55.791816;RWT;3;0.062;RR;W_ATL;6;2;Otolith Chemistry
4563;4563;US+Can;Y04528;1977;131;EST_L;65.77084;RWT;5;0.264;RR;W_ATL;6;2;Otolith Chemistry
4564;4564;US+Can;Y04532;1977;108;EST_L;13.60776;RWT;3;0.872;RR;W_ATL;6;2;Otolith Chemistry
4565;4565;US+Can;Y05054;1977;170;EST_L;6.80388;RWT;6;0;PS;W_ATL;6;2;Otolith Chemistry
4566;4566;US+Can;Y05089;1977;152;EST_L;3.628736;RWT;4;0.044;PS;W_ATL;6;2;Otolith Chemistry
4567;4567;US+Can;Y23012;1977;97;EST_L;10.886208;RWT;4;0.33;PS;W_ATL;6;2;Otolith Chemistry
4568;4568;US+Can;Y23092;1977;148;EST_L;2.721552;RWT;7;0.4;PS;W_ATL;6;2;Otolith Chemistry
4569;4569;US+Can;Y23103;1977;122.5;EST_L;59.420552;RWT;4;0.064;PS;W_ATL;6;2;Otolith Chemistry
4570;4570;US+Can;Y23107;1977;148;EST_L;3.628736;RWT;4;0.34;PS;W_ATL;6;2;Otolith Chemistry
4571;4571;US+Can;Y23108;1977;159;EST_L;3.175144;RWT;5;0.886;PS;W_ATL;6;2;Otolith Chemistry
4572;4572;US+Can;Y23111;1977;148;EST_L;2.26796;RWT;5;0.854;PS;W_ATL;6;2;Otolith Chemistry
4573;4573;US+Can;Y27006;1977;243.8;EST_L;41.276872;RWT;27;0.014;RR;W_ATL;8;3;Otolith Chemistry
4574;4574;US+Can;Y27012;1977;245.1;EST_L;36.740952;RWT;27;0.1;RR;W_ATL;8;3;Otolith Chemistry
4575;4575;US+Can;Z00003;1976;234.95;EST_L;221.352896;RWT;26;0.048;RR;GOM;5;2;Otolith Chemistry
4576;4576;US+Can;Z00005;1976;236.22;EST_L;214.095424;RWT;13;0.344;RR;GOM;5;2;Otolith Chemistry
4577;4577;US+Can;Z00006;1976;259.08;EST_L;316.153624;RWT;24;0.024;RR;GOM;5;2;Otolith Chemistry
4578;4578;US+Can;Z00013;1976;266.7;EST_L;184.611944;RWT;24;0.072;RR;GOM;5;2;Otolith Chemistry
4579;4579;US+Can;Z00017;1976;241.3;EST_L;270.794424;RWT;24;0.204;RR;GOM;5;2;Otolith Chemistry
4580;4580;US+Can;Z00117;1976;99;EST_L;19.504456;RWT;3;0.042;RR;W_ATL;6;2;Otolith Chemistry
4581;4581;US+Can;Z00119;1977;95;EST_L;17.236496;RWT;4;0.716;RR;W_ATL;6;2;Otolith Chemistry
4582;4582;US+Can;Z00120;1977;99;EST_L;20.41164;RWT;3;0.01;RR;W_ATL;6;2;Otolith Chemistry
4583;4583;US+Can;Z00134;1976;97;EST_L;17.236496;RWT;3;0.042;RR;W_ATL;6;2;Otolith Chemistry
4584;4584;US+Can;Z00135;1976;98;EST_L;17.690088;RWT;3;0.014;RR;W_ATL;6;2;Otolith Chemistry
4585;4585;US+Can;Z00136;1976;95;EST_L;17.690088;RWT;3;0.046;RR;W_ATL;6;2;Otolith Chemistry
4586;4586;US+Can;Z00138;1976;101;EST_L;18.14368;RWT;3;0.202;RR;W_ATL;6;2;Otolith Chemistry
4587;4587;US+Can;Z00149;1976;95;EST_L;16.329312;RWT;3;0.148;RR;W_ATL;6;2;Otolith Chemistry
4588;4588;US+Can;Z00150;1976;143;EST_L;49.441528;RWT;9;0.378;RR;W_ATL;6;2;Otolith Chemistry
4589;4589;US+Can;Z00151;1976;133;EST_L;35.380176;RWT;5;0.91;RR;W_ATL;6;2;Otolith Chemistry
4590;4590;US+Can;Z00153;1976;143;EST_L;48.987936;RWT;5;0.078;RR;W_ATL;6;2;Otolith Chemistry
4591;4591;US+Can;Z00154;1976;134;EST_L;43.998424;RWT;6;0.156;RR;W_ATL;6;2;Otolith Chemistry
4592;4592;US+Can;Z00155;1976;137;EST_L;44.452016;RWT;4;0.41;RR;W_ATL;6;2;Otolith Chemistry
4593;4593;US+Can;Z00157;1976;139;EST_L;48.534344;RWT;4;0.144;RR;W_ATL;6;2;Otolith Chemistry
4594;4594;US+Can;Z00158;1976;144;EST_L;49.89512;RWT;7;0.044;RR;W_ATL;6;2;Otolith Chemistry
4595;4595;US+Can;Z00159;1976;153;EST_L;59.420552;RWT;6;0.01;RR;W_ATL;6;2;Otolith Chemistry
4596;4596;US+Can;Z00160;1976;136;EST_L;45.3592;RWT;4;0.416;RR;W_ATL;6;2;Otolith Chemistry
4597;4597;US+Can;Z00161;1976;131;EST_L;36.28736;RWT;4;0.946;RR;W_ATL;6;2;Otolith Chemistry
4598;4598;US+Can;Z00163;1976;142;EST_L;52.616672;RWT;6;0.104;RR;W_ATL;6;2;Otolith Chemistry
4599;4599;US+Can;Z00165;1976;104;EST_L;18.597272;RWT;3;0.008;RR;W_ATL;7;3;Otolith Chemistry
4600;4600;US+Can;Z00171;1976;103;EST_L;19.504456;RWT;3;0;RR;W_ATL;7;3;Otolith Chemistry
4601;4601;US+Can;Z00172;1976;133;EST_L;48.080752;RWT;6;0.032;RR;W_ATL;7;3;Otolith Chemistry
4602;4602;US+Can;Z00174;1976;158;EST_L;53.070264;RWT;5;0.202;RR;W_ATL;7;3;Otolith Chemistry
4603;4603;US+Can;Z00175;1976;140;EST_L;50.802304;RWT;6;0.02;RR;W_ATL;7;3;Otolith Chemistry
4604;4604;US+Can;Z00176;1976;121;EST_L;34.926584;RWT;4;0.788;RR;W_ATL;7;3;Otolith Chemistry
4605;4605;US+Can;Z00177;1976;165;EST_L;59.647348;RWT;5;0.004;RR;W_ATL;7;3;Otolith Chemistry
4606;4606;US+Can;Z00179;1976;102;EST_L;21.772416;RWT;3;0.016;RR;W_ATL;7;3;Otolith Chemistry
4607;4607;US+Can;Z03004;1976;211.46038;EST_L;217.72416;RWT;16;0.07;HP;W_ATL;7;3;Otolith Chemistry
4608;4608;US+Can;Z03013;1976;238.5493;EST_L;269.88724;RWT;19;0.016;HP;W_ATL;7;3;Otolith Chemistry
4609;4609;US+Can;Z03065;1976;288;EST_L;373.759808;RWT;23;0.002;UN;W_ATL;7;3;Otolith Chemistry
4610;496-2011;GMRI;496-2011;2011;106.774192;EST_L;NA;;4;0.988;RR;W_ATL;7;3;Otolith Chemistry
4611;247-2010;GMRI;247-2010;2010;179.971912;EST_L;93.555;EST_W;9;0.292;HR/RR;W_ATL;10;4;Otolith Chemistry
4612;250-2010;GMRI;250-2010;2010;214.130848;EST_L;159.327;EST_W;10;0.3;HR/RR;W_ATL;10;4;Otolith Chemistry
4613;442-2011;GMRI;442-2011;2011;143.373052;EST_L;NA;;5;0.768;RR;W_ATL;7;3;Otolith Chemistry
4614;443-2011;GMRI;443-2011;2011;143.373052;EST_L;NA;;6;0.832;RR;W_ATL;7;3;Otolith Chemistry
4615;256-2010;GMRI;256-2010;2010;183.631798;EST_L;98.091;EST_W;8;0.646;HR/RR;W_ATL;10;4;Otolith Chemistry
4616;251-2010;GMRI;251-2010;2010;199.491304;EST_L;130.977;EST_W;10;0.126;HR/RR;W_ATL;10;4;Otolith Chemistry
4617;248-2010;GMRI;248-2010;2010;211.690924;EST_L;172.935;EST_W;10;0.174;HR/RR;W_ATL;10;4;Otolith Chemistry
4618;239-2010;GMRI;239-2010;2010;182.411836;EST_L;98.658;EST_W;8;0.98;HR/RR;W_ATL;10;4;Otolith Chemistry
4619;265-2010;GMRI;265-2010;2010;189.731608;EST_L;93.555;EST_W;9;0.97;HR/RR;W_ATL;10;4;Otolith Chemistry
4620;037-2010;GMRI;037-2010;2010;206.811076;EST_L;137.781;EST_W;10;0.52;HR/RR;W_ATL;8;3;Otolith Chemistry
4621;505-2011;GMRI;505-2011;2011;140.933128;EST_L;NA;;6;0.772;RR;W_ATL;7;3;Otolith Chemistry
4622;107-2011;GMRI;107-2011;2011;214.130848;EST_L;162.73;EST_W;8;0.102;HR/RR;W_ATL;7;3;Otolith Chemistry
4623;640-2011;GMRI;640-2011;2011;187.291684;EST_L;NA;;13;0.002;HR/RR;W_ATL;9;3;Otolith Chemistry
4624;107-2010;GMRI;107-2010;2010;182.411836;EST_L;92.421;EST_W;8;0.142;HR/RR;W_ATL;8;3;Otolith Chemistry
4625;633-2011;GMRI;633-2011;2011;194.611456;EST_L;103.19;EST_W;9;0.752;HR/RR;W_ATL;9;3;Otolith Chemistry
4626;266-2010;GMRI;266-2010;2010;219.010696;EST_L;176.904;EST_W;11;0.362;HR/RR;W_ATL;10;4;Otolith Chemistry
4627;182-2010;GMRI;182-2010;2010;182.411836;EST_L;87.885;EST_W;8;0.014;HR/RR;W_ATL;9;3;Otolith Chemistry
4628;465-2011;GMRI;465-2011;2011;143.373052;EST_L;NA;;6;1;RR;W_ATL;7;3;Otolith Chemistry
4629;211-2010;GMRI;211-2010;2010;131.173432;EST_L;NA;;5;0.994;RR;W_ATL;9;3;Otolith Chemistry
4630;227-2010;GMRI;227-2010;2010;184.85176;EST_L;102.06;EST_W;8;0.574;HR/RR;W_ATL;9;3;Otolith Chemistry
4631;116-2010;GMRI;116-2010;2010;179.971912;EST_L;96.957;EST_W;8;0.08;HR/RR;W_ATL;8;3;Otolith Chemistry
4632;195-2010;GMRI;195-2010;2010;194.611456;EST_L;140.616;EST_W;9;0.952;HR/RR;W_ATL;9;3;Otolith Chemistry
4633;529-2011;GMRI;529-2011;2011;114.093964;EST_L;NA;;4;0.91;RR;W_ATL;9;3;Otolith Chemistry
4634;71-2011;GMRI;71-2011;2011;179.971912;EST_L;86.75;EST_W;9;0.242;HR/RR;W_ATL;7;3;Otolith Chemistry
4635;175-2010;GMRI;175-2010;2010;209.251;EST_L;150.255;EST_W;9;0.504;HR/RR;W_ATL;9;3;Otolith Chemistry
4636;631-2011;GMRI;631-2011;2011;216.570772;EST_L;161.6;EST_W;9;0.998;HR/RR;W_ATL;9;3;Otolith Chemistry
4637;224-2011;GMRI;224-2011;2011;197.05138;EST_L;NA;;11;0.23;HR/RR;W_ATL;6;2;Otolith Chemistry
4638;160-2011;GMRI;160-2011;2011;184.85176;EST_L;101.49;EST_W;8;0.206;HR/RR;W_ATL;8;3;Otolith Chemistry
4639;466-2011;GMRI;466-2011;2011;140.933128;EST_L;126.55;EST_W;5;0.996;HR/RR;W_ATL;7;3;Otolith Chemistry
4640;402-2011;GMRI;402-2011;2011;192.171532;EST_L;104.9;EST_W;8;0.346;HR/RR;W_ATL;6;2;Otolith Chemistry
4641;146-2010;GMRI;146-2010;2010;201.931228;EST_L;125.307;EST_W;9;0.168;HR/RR;W_ATL;9;3;Otolith Chemistry
4642;010-2010;GMRI;010-2010;2010;206.811076;EST_L;140.049;EST_W;9;0.918;HR/RR;W_ATL;7;3;Otolith Chemistry
4643;40-2011;GMRI;40-2011;2011;197.05138;EST_L;NA;;9;0.138;HR/RR;W_ATL;6;2;Otolith Chemistry
4644;106-2011;GMRI;106-2011;2011;199.491304;EST_L;140.62;EST_W;7;0.392;HR/RR;W_ATL;7;3;Otolith Chemistry
4645;127-2011;GMRI;127-2011;2011;182.411836;EST_L;95.82;EST_W;6;0.288;HR/RR;W_ATL;7;3;Otolith Chemistry
4646;200-2010;GMRI;200-2010;2010;179.971912;EST_L;80.514;EST_W;8;0.204;HR/RR;W_ATL;9;3;Otolith Chemistry
4647;027-2010;GMRI;027-2010;2010;253.169632;EST_L;246.078;EST_W;17;0.924;HR/RR;W_ATL;8;3;Otolith Chemistry
4648;084-2010;GMRI;084-2010;2010;221.45062;EST_L;175.203;EST_W;9;0.172;HR/RR;W_ATL;8;3;Otolith Chemistry
4649;196-2010;GMRI;196-2010;2010;182.411836;EST_L;98.658;EST_W;8;0.184;HR/RR;W_ATL;9;3;Otolith Chemistry
4650;507-2011;GMRI;507-2011;2011;104.334268;EST_L;NA;;4;0.99;RR;W_ATL;7;3;Otolith Chemistry
4651;328-2010;GMRI;328-2010;2010;197.05138;EST_L;122.472;EST_W;9;0.96;HR/RR;W_ATL;6;2;Otolith Chemistry
4652;041-2010;GMRI;041-2010;2010;231.210316;EST_L;210.924;EST_W;15;0.336;HR/RR;W_ATL;8;3;Otolith Chemistry
4653;176-2011;GMRI;176-2011;2011;262.929328;EST_L;306.75;EST_W;18;0.538;HR/RR;W_ATL;8;3;Otolith Chemistry
4654;131-2010;GMRI;131-2010;2010;179.971912;EST_L;83.916;EST_W;10;0.752;HR/RR;W_ATL;9;3;Otolith Chemistry
4655;636-2011;GMRI;636-2011;2011;199.491304;EST_L;135.51;EST_W;9;0.458;HR/RR;W_ATL;9;3;Otolith Chemistry
4656;192-2010;GMRI;192-2010;2010;189.731608;EST_L;112.266;EST_W;9;0.956;HR/RR;W_ATL;9;3;Otolith Chemistry
4657;24-2011;GMRI;24-2011;2011;184.85176;EST_L;95.82;EST_W;8;0.462;HR/RR;W_ATL;6;2;Otolith Chemistry
4658;214-2011;GMRI;214-2011;2011;189.731608;EST_L;102.06;EST_W;8;0.796;HR/RR;W_ATL;6;2;Otolith Chemistry
4659;244-2010;GMRI;244-2010;2010;187.291684;EST_L;117.936;EST_W;7;0.79;HR/RR;W_ATL;10;4;Otolith Chemistry
4660;220-2010;GMRI;220-2010;2010;184.85176;EST_L;84.483;EST_W;8;0.23;HR/RR;W_ATL;9;3;Otolith Chemistry
4661;052-2010;GMRI;052-2010;2010;201.931228;EST_L;131.544;EST_W;9;0.95;HR/RR;W_ATL;8;3;Otolith Chemistry
4662;269-2011;GMRI;269-2011;2011;138.493204;EST_L;51.48;EST_W;4;0.97;HR/RR;W_ATL;9;3;Otolith Chemistry
4663;105-2010;GMRI;105-2010;2010;231.210316;EST_L;185.976;EST_W;12;0.998;HR/RR;W_ATL;8;3;Otolith Chemistry
4664;647-2011;GMRI;647-2011;2011;194.611456;EST_L;135.51;EST_W;9;0.252;HR/RR;W_ATL;9;3;Otolith Chemistry
4665;091-2010;GMRI;091-2010;2010;184.85176;EST_L;94.122;EST_W;9;0.246;HR/RR;W_ATL;8;3;Otolith Chemistry
4666;078-2010;GMRI;078-2010;2010;236.090164;EST_L;231.336;EST_W;16;0.456;HR/RR;W_ATL;8;3;Otolith Chemistry
4667;247-2011;GMRI;247-2011;2011;182.411836;EST_L;87.89;EST_W;9;0.54;HR/RR;W_ATL;7;3;Otolith Chemistry
4668;277-2010;GMRI;277-2010;2010;206.811076;EST_L;167.832;EST_W;10;0.434;HR/RR;W_ATL;7;3;Otolith Chemistry
4669;405-2011;GMRI;405-2011;2011;194.611456;EST_L;115.67;EST_W;8;0.488;HR/RR;W_ATL;6;2;Otolith Chemistry
4670;245-2010;GMRI;245-2010;2010;184.85176;EST_L;100.359;EST_W;9;0.89;HR/RR;W_ATL;10;4;Otolith Chemistry
4671;103-2011;GMRI;103-2011;2011;223.890544;EST_L;205.25;EST_W;12;0.988;HR/RR;W_ATL;7;3;Otolith Chemistry
4672;639-2011;GMRI;639-2011;2011;189.731608;EST_L;NA;;7;0.336;HR/RR;W_ATL;9;3;Otolith Chemistry
4673;128-2011;GMRI;128-2011;2011;189.731608;EST_L;119.07;EST_W;9;0.4;HR/RR;W_ATL;8;3;Otolith Chemistry
4674;179-2010;GMRI;179-2010;2010;179.971912;EST_L;86.751;EST_W;11;0.956;HR/RR;W_ATL;9;3;Otolith Chemistry
4675;190-2011;GMRI;190-2011;2011;199.491304;EST_L;136.65;EST_W;9;0.412;HR/RR;W_ATL;8;3;Otolith Chemistry
4676;242-2010;GMRI;242-2010;2010;182.411836;EST_L;105.462;EST_W;9;0.65;HR/RR;W_ATL;10;4;Otolith Chemistry
4677;148-2010;GMRI;148-2010;2010;184.85176;EST_L;106.029;EST_W;8;0.408;HR/RR;W_ATL;9;3;Otolith Chemistry
4678;261-2010;GMRI;261-2010;2010;209.251;EST_L;156.492;EST_W;9;0.894;HR/RR;W_ATL;10;4;Otolith Chemistry
4679;29-2011;GMRI;29-2011;2011;197.05138;EST_L;NA;;9;0.356;HR/RR;W_ATL;6;2;Otolith Chemistry
4680;221-2010;GMRI;221-2010;2010;194.611456;EST_L;122.472;EST_W;10;0.702;HR/RR;W_ATL;9;3;Otolith Chemistry
4681;477-2011;GMRI;477-2011;2011;97.014496;EST_L;NA;;4;0.976;RR;W_ATL;7;3;Otolith Chemistry
4682;152-2010;GMRI;152-2010;2010;211.690924;EST_L;153.657;EST_W;10;0.868;HR/RR;W_ATL;9;3;Otolith Chemistry
4683;403-2011;GMRI;403-2011;2011;189.731608;EST_L;112.95;EST_W;9;0.708;HR/RR;W_ATL;6;2;Otolith Chemistry
4684;520-2011;GMRI;520-2011;2011;109.214116;EST_L;NA;;5;0.95;RR;W_ATL;9;3;Otolith Chemistry
4685;055-2010;GMRI;055-2010;2010;182.411836;EST_L;91.287;EST_W;14;0.79;HR/RR;W_ATL;8;3;Otolith Chemistry
4686;644-2011;GMRI;644-2011;2011;192.171532;EST_L;120.2;EST_W;9;0.418;HR/RR;W_ATL;9;3;Otolith Chemistry
4687;133-2011;GMRI;133-2011;2011;238.530088;EST_L;235.31;EST_W;8;0.87;HR/RR;W_ATL;8;3;Otolith Chemistry
4688;462-2011;GMRI;462-2011;2011;184.85176;EST_L;96.39;EST_W;9;0.372;HR/RR;W_ATL;7;3;Otolith Chemistry
4689;521-2011;GMRI;521-2011;2011;114.093964;EST_L;NA;;5;0.858;RR;W_ATL;9;3;Otolith Chemistry
4690;194-2010;GMRI;194-2010;2010;182.411836;EST_L;89.586;EST_W;9;0.654;HR/RR;W_ATL;9;3;Otolith Chemistry
4691;306-2010;GMRI;306-2010;2010;233.65024;EST_L;NA;;9;0.35;HR/RR;W_ATL;9;3;Otolith Chemistry
4692;193-2010;GMRI;193-2010;2010;226.330468;EST_L;192.213;EST_W;10;0.372;HR/RR;W_ATL;9;3;Otolith Chemistry
4693;047-2010;GMRI;047-2010;2010;179.971912;EST_L;80.514;EST_W;7;0.816;HR/RR;W_ATL;8;3;Otolith Chemistry
4694;276-2010;GMRI;276-2010;2010;179.971912;EST_L;83.349;EST_W;9;0.004;HR/RR;W_ATL;7;3;Otolith Chemistry
4695;118-2011;GMRI;118-2011;2011;192.171532;EST_L;NA;;9;0.732;HR/RR;W_ATL;7;3;Otolith Chemistry
4696;83-2100;GMRI;83-2100;2011;258.04948;EST_L;318.09;EST_W;9;0.36;HR/RR;W_ATL;7;3;Otolith Chemistry
4697;188-2010;GMRI;188-2010;2010;245.84986;EST_L;256.851;EST_W;23;0.368;HR/RR;W_ATL;9;3;Otolith Chemistry
4698;180-2010;GMRI;180-2010;2010;219.010696;EST_L;168.966;EST_W;11;0.908;HR/RR;W_ATL;9;3;Otolith Chemistry
4699;601-2011;GMRI;601-2011;2011;184.85176;EST_L;111.13;EST_W;9;0.38;HR/RR;W_ATL;9;3;Otolith Chemistry
4700;feb-11;GMRI;feb-11;2011;182.411836;EST_L;94.12;EST_W;8;0.378;HR/RR;W_ATL;7;3;Otolith Chemistry
4701;98-2011;GMRI;98-2011;2011;226.330468;EST_L;186.54;EST_W;9;0.874;HR/RR;W_ATL;7;3;Otolith Chemistry
4702;275-2010;GMRI;275-2010;2010;179.971912;EST_L;72.576;EST_W;9;0.328;HR/RR;W_ATL;7;3;Otolith Chemistry
4703;268-2010;GMRI;268-2010;2010;184.85176;EST_L;93.555;EST_W;7;0.944;HR/RR;W_ATL;10;4;Otolith Chemistry
4704;267-2010;GMRI;267-2010;2010;197.05138;EST_L;129.843;EST_W;9;0.89;HR/RR;W_ATL;10;4;Otolith Chemistry
4705;531-2011;GMRI;531-2011;2011;115.313926;EST_L;NA;;4;0.964;RR;W_ATL;9;3;Otolith Chemistry
4706;607-2011;GMRI;607-2011;2011;179.971912;EST_L;79.95;EST_W;8;0.562;HR/RR;W_ATL;9;3;Otolith Chemistry
4707;079-2010;GMRI;079-2010;2010;223.890544;EST_L;213.759;EST_W;10;0.016;HR/RR;W_ATL;8;3;Otolith Chemistry
4708;421-2011;GMRI;421-2011;2011;182.411836;EST_L;94.35;EST_W;8;0.416;HR/RR;W_ATL;6;2;Otolith Chemistry
4709;100-2010;GMRI;100-2010;2010;189.731608;EST_L;102.06;EST_W;10;0.374;HR/RR;W_ATL;8;3;Otolith Chemistry
4710;649-2011;GMRI;649-2011;2011;240.970012;EST_L;NA;;11;0.986;HR/RR;W_ATL;9;3;Otolith Chemistry
4711;423-2011;GMRI;423-2011;2011;184.85176;EST_L;123.04;EST_W;9;0.908;HR/RR;W_ATL;6;2;Otolith Chemistry
4712;056-2010;GMRI;056-2010;2010;209.251;EST_L;139.482;EST_W;11;0.334;HR/RR;W_ATL;8;3;Otolith Chemistry
4713;153-2011;GMRI;153-2011;2011;184.85176;EST_L;NA;;8;0.352;HR/RR;W_ATL;8;3;Otolith Chemistry
4714;243-2010;GMRI;243-2010;2010;189.731608;EST_L;104.895;EST_W;7;0.638;HR/RR;W_ATL;10;4;Otolith Chemistry
4715;235-2010;GMRI;235-2010;2010;187.291684;EST_L;91.287;EST_W;8;0.348;HR/RR;W_ATL;10;4;Otolith Chemistry
4716;141-2011;GMRI;141-2011;2011;194.611456;EST_L;NA;;9;0.538;HR/RR;W_ATL;7;3;Otolith Chemistry
4717;510-2011;GMRI;510-2011;2011;133.613356;EST_L;NA;;5;0.932;RR;W_ATL;8;3;Otolith Chemistry
4718;115-2011;GMRI;115-2011;2011;187.291684;EST_L;119.64;EST_W;9;0.392;HR/RR;W_ATL;7;3;Otolith Chemistry
4719;170-2011;GMRI;170-2011;2011;199.491304;EST_L;165.56;EST_W;11;0.462;HR/RR;W_ATL;8;3;Otolith Chemistry
4720;173-2011;GMRI;173-2011;2011;221.45062;EST_L;170.1;EST_W;12;0.414;HR/RR;W_ATL;8;3;Otolith Chemistry
4721;268-2011;GMRI;268-2011;2011;111.65404;EST_L;23.59;EST_W;6;0.868;HR/RR;W_ATL;9;3;Otolith Chemistry
4722;515-2011;GMRI;515-2011;2011;145.812976;EST_L;NA;;6;0.866;RR;W_ATL;8;3;Otolith Chemistry
4723;609-2011;GMRI;609-2011;2011;192.171532;EST_L;127.01;EST_W;9;0.452;HR/RR;W_ATL;9;3;Otolith Chemistry
4724;189-2011;GMRI;189-2011;2011;187.291684;EST_L;87.32;EST_W;9;0.202;HR/RR;W_ATL;8;3;Otolith Chemistry
4725;274-2010;GMRI;274-2010;2010;182.411836;EST_L;81.648;EST_W;9;0.044;HR/RR;W_ATL;7;3;Otolith Chemistry
4726;232-2010;GMRI;232-2010;2010;204.371152;EST_L;148.554;EST_W;9;0.956;HR/RR;W_ATL;9;3;Otolith Chemistry
4727;131-2011;GMRI;131-2011;2011;270.2491;EST_L;340.2;EST_W;17;0.96;HR/RR;W_ATL;8;3;Otolith Chemistry
4728;143-2010;GMRI;143-2010;2010;197.05138;EST_L;89.586;EST_W;10;0.56;HR/RR;W_ATL;9;3;Otolith Chemistry
4729;203-2011;GMRI;203-2011;2011;201.931228;EST_L;127.01;EST_W;9;0.704;HR/RR;W_ATL;6;2;Otolith Chemistry
4730;270-2011;GMRI;270-2011;2011;139.713166;EST_L;55.79;EST_W;5;0.978;HR/RR;W_ATL;9;3;Otolith Chemistry
4731;074-2010;GMRI;074-2010;2010;228.770392;EST_L;168.966;EST_W;11;0.992;HR/RR;W_ATL;8;3;Otolith Chemistry
4732;016-2010;GMRI;016-2010;2010;221.45062;EST_L;172.935;EST_W;10;0.972;HR/RR;W_ATL;7;3;Otolith Chemistry
4733;305-2010;GMRI;305-2010;2010;255.609556;EST_L;NA;;13;0.286;HR/RR;W_ATL;8;3;Otolith Chemistry
4734;166-2010;GMRI;166-2010;2010;182.411836;EST_L;109.998;EST_W;9;0.526;HR/RR;W_ATL;9;3;Otolith Chemistry
4735;15-2011;GMRI;15-2011;2011;211.690924;EST_L;NA;;9;0.116;HR/RR;W_ATL;6;2;Otolith Chemistry
4736;201-2010;GMRI;201-2010;2010;182.411836;EST_L;94.122;EST_W;11;0.348;HR/RR;W_ATL;9;3;Otolith Chemistry
4737;274-2011;GMRI;274-2011;2011;115.313926;EST_L;26.31;EST_W;4;0.388;HR/RR;W_ATL;9;3;Otolith Chemistry
4738;137-2011;GMRI;137-2011;2011;187.291684;EST_L;NA;;9;0.744;HR/RR;W_ATL;8;3;Otolith Chemistry
4739;202-2010;GMRI;202-2010;2010;179.971912;EST_L;91.854;EST_W;9;0.874;HR/RR;W_ATL;9;3;Otolith Chemistry
4740;216-2010;GMRI;216-2010;2010;211.690924;EST_L;146.853;EST_W;10;0.808;HR/RR;W_ATL;9;3;Otolith Chemistry
4741;122-2010;GMRI;122-2010;2010;182.411836;EST_L;112.266;EST_W;9;0.922;HR/RR;W_ATL;8;3;Otolith Chemistry
4742;266-2011;GMRI;266-2011;2011;137.273242;EST_L;47.63;EST_W;4;0.986;HR/RR;W_ATL;9;3;Otolith Chemistry
4743;119-2011;GMRI;119-2011;2011;194.611456;EST_L;117.37;EST_W;10;0.348;HR/RR;W_ATL;7;3;Otolith Chemistry
4744;177-2010;GMRI;177-2010;2010;194.611456;EST_L;125.874;EST_W;11;0.802;HR/RR;W_ATL;9;3;Otolith Chemistry
4745;238-2011;GMRI;238-2011;2011;199.491304;EST_L;117.37;EST_W;8;0.382;HR/RR;W_ATL;6;2;Otolith Chemistry
4746;30-2011;GMRI;30-2011;2011;182.411836;EST_L;NA;;10;0.38;HR/RR;W_ATL;6;2;Otolith Chemistry
4747;217-2010;GMRI;217-2010;2010;189.731608;EST_L;95.256;EST_W;7;0.96;HR/RR;W_ATL;9;3;Otolith Chemistry
4748;428-2011;GMRI;428-2011;2011;192.171532;EST_L;100.36;EST_W;9;0.324;HR/RR;W_ATL;6;2;Otolith Chemistry
4749;005-2010;GMRI;005-2010;2010;255.609556;EST_L;235.872;EST_W;10;0.952;HR/RR;W_ATL;7;3;Otolith Chemistry
4750;241-2011;GMRI;241-2011;2011;214.130848;EST_L;NA;;13;0.21;HR/RR;W_ATL;7;3;Otolith Chemistry
4751;009-2010;GMRI;009-2010;2010;201.931228;EST_L;115.668;EST_W;8;0.97;HR/RR;W_ATL;7;3;Otolith Chemistry
4752;038-2010;GMRI;038-2010;2010;219.010696;EST_L;147.42;EST_W;10;0.578;HR/RR;W_ATL;8;3;Otolith Chemistry
4753;63-2011;GMRI;63-2011;2011;184.85176;EST_L;NA;;10;0.488;HR/RR;W_ATL;7;3;Otolith Chemistry
4754;090-2010;GMRI;090-2010;2010;182.411836;EST_L;88.452;EST_W;6;0.932;HR/RR;W_ATL;8;3;Otolith Chemistry
