"Year","Quarter","Area","Fleet","Catch"
1987,1,7,17,178.92709
1988,1,7,17,236.80121
1989,1,7,17,198.73261
1990,1,7,17,356.25947
1991,1,7,17,203.74019
1992,1,7,17,214.57328
1993,1,7,17,233.95036
1994,1,7,17,468.31415
1995,1,7,17,717.09948
1996,1,7,17,381.08834
1997,1,7,17,404.07584
1998,1,7,17,246.87844
1999,1,7,17,139.00722
2000,1,7,17,695.66372
2001,1,7,17,333.82003
2002,1,7,17,195.56543
2003,1,7,17,205.39745
2004,1,7,17,233.40798
2005,1,7,17,74.44332
2006,1,7,17,72.95825
2007,1,7,17,48.21986
2008,1,7,17,32.0075
2009,1,7,17,26.83692
2010,1,7,17,96.24
2011,1,7,17,47.04788
2012,1,7,17,30.50618
2013,1,7,17,30.74534
2014,1,7,17,103.73187
2015,1,7,17,116.11203
2016,1,7,17,13.48753
1950,2,7,17,2637.74772
1951,2,7,17,2807.37462
1952,2,7,17,1858.75748
1953,2,7,17,2874.00307
1954,2,7,17,2259.10472
1955,2,7,17,2622.72415
1956,2,7,17,1751.5994
1957,2,7,17,2444.91256
1958,2,7,17,2390.24865
1959,2,7,17,2024.83661
1960,2,7,17,2198.16561
1961,2,7,17,2130.46954
1962,2,7,17,1996.90915
1963,2,7,17,1449.6839
1964,2,7,17,1816.4875
1965,2,7,17,1859.825
1966,2,7,17,1414.49441
1967,2,7,17,2378.96075
1968,2,7,17,2138.385
1969,2,7,17,2107.89352
1970,2,7,17,1061.22005
1971,2,7,17,1781.0601
1972,2,7,17,1201.12
1973,2,7,17,754.455
1974,2,7,17,1701.3338
1975,2,7,17,1245.86141
1976,2,7,17,1213.73506
1977,2,7,17,1089.0181
1978,2,7,17,809.98909
1979,2,7,17,721.01569
1980,2,7,17,556.01883
1981,2,7,17,722.78971
1982,2,7,17,972.65072
1983,2,7,17,1003.63171
1984,2,7,17,1825.16287
1985,2,7,17,1124.78215
1986,2,7,17,935.47643
1987,2,7,17,1049.55245
1988,2,7,17,1579.01998
1989,2,7,17,1197.88007
1990,2,7,17,1184.88892
1991,2,7,17,840.63407
1992,2,7,17,851.6858
1993,2,7,17,883.89892
1994,2,7,17,1281.77767
1995,2,7,17,1896.85691
1996,2,7,17,1237.56568
1997,2,7,17,908.80727
1998,2,7,17,949.67164
1999,2,7,17,1135.73486
2000,2,7,17,879.10665
2001,2,7,17,1069.64853
2002,2,7,17,1077.7892
2003,2,7,17,795.36561
2004,2,7,17,765.14527
2005,2,7,17,573.46618
2006,2,7,17,364.54898
2007,2,7,17,141.72664
2008,2,7,17,188.50687
2009,2,7,17,157.90079
2010,2,7,17,511.64701
2011,2,7,17,283.11396
2012,2,7,17,156.08494
2013,2,7,17,160.94245
2014,2,7,17,142.33779
2015,2,7,17,116.19368
2016,2,7,17,13.57381
1950,3,7,17,1916.50418
1951,3,7,17,2078.31548
1952,3,7,17,1388.63242
1953,3,7,17,2352.39703
1954,3,7,17,1882.09828
1955,3,7,17,1990.83415
1956,3,7,17,1751.5994
1957,3,7,17,2422.47854
1958,3,7,17,2390.24865
1959,3,7,17,1892.51979
1960,3,7,17,1813.99439
1961,3,7,17,1762.10046
1962,3,7,17,1592.90915
1963,3,7,17,1194.3661
1964,3,7,17,1440.4875
1965,3,7,17,1258.825
1966,3,7,17,1111.11319
1967,3,7,17,1996.81435
1968,3,7,17,1901.125
1969,3,7,17,1961.40528
1970,3,7,17,815.95875
1971,3,7,17,355.975
1972,3,7,17,267.8
1973,3,7,17,293.1
1974,3,7,17,779.79
1975,3,7,17,447.73592
1976,3,7,17,490.51094
1977,3,7,17,286.4746
1978,3,7,17,428.19307
1979,3,7,17,309.24835
1980,3,7,17,342.55724
1981,3,7,17,398.15279
1982,3,7,17,644.38717
1983,3,7,17,620.30639
1984,3,7,17,1379.90133
1985,3,7,17,992.68409
1986,3,7,17,728.82372
1987,3,7,17,648.79453
1988,3,7,17,685.65181
1989,3,7,17,1190.64048
1990,3,7,17,662.05209
1991,3,7,17,513.92145
1992,3,7,17,719.54611
1993,3,7,17,654.3814
1994,3,7,17,1191.87423
1995,3,7,17,1249.39689
1996,3,7,17,1112.21706
1997,3,7,17,1097.96938
1998,3,7,17,841.487
1999,3,7,17,1080.32515
2000,3,7,17,1206.2332
2001,3,7,17,758.11093
2002,3,7,17,490.76655
2003,3,7,17,366.87695
2004,3,7,17,373.35365
2005,3,7,17,185.12773
2006,3,7,17,184.13032
2007,3,7,17,55.86254
2008,3,7,17,24.99852
2009,3,7,17,120.97438
2010,3,7,17,74.05837
2011,3,7,17,170.58534
2012,3,7,17,135.69327
2013,3,7,17,273.24333
2014,3,7,17,282.19668
2015,3,7,17,237.51536
2016,3,7,17,214.77021
1950,4,7,17,251.75
1951,4,7,17,329
1952,4,7,17,366.5
1953,4,7,17,449.75
1954,4,7,17,374.992
1955,4,7,17,522.2954
1956,4,7,17,343.5994
1957,4,7,17,505.1956
1958,4,7,17,383.2486
1959,4,7,17,421.7344
1960,4,7,17,425.2
1961,4,7,17,524.75
1962,4,7,17,380.7625
1963,4,7,17,528.525
1964,4,7,17,414.4875
1965,4,7,17,326.825
1966,4,7,17,175
1967,4,7,17,547
1968,4,7,17,227.5
1969,4,7,17,223.25
1970,4,7,17,89.5125
1971,4,7,17,55.975
1972,4,7,17,43.3
1973,4,7,17,55.6
1974,4,7,17,45.29
1975,4,7,17,67.21574
1976,4,7,17,84.658
1977,4,7,17,160.06204
1978,4,7,17,126.79938
1979,4,7,17,106.77582
1980,4,7,17,195.19643
1981,4,7,17,241.22484
1982,4,7,17,188.74735
1983,4,7,17,420.99476
1984,4,7,17,613.18094
1985,4,7,17,492.2235
1986,4,7,17,420.89243
1987,4,7,17,562.36601
1988,4,7,17,351.98433
1989,4,7,17,285.77115
1990,4,7,17,518.69953
1991,4,7,17,489.42329
1992,4,7,17,706.76481
1993,4,7,17,554.90332
1994,4,7,17,1128.60597
1995,4,7,17,1262.87772
1996,4,7,17,775.42792
1997,4,7,17,764.31151
1998,4,7,17,383.05193
1999,4,7,17,230.36379
2000,4,7,17,457.32341
2001,4,7,17,257.21155
2002,4,7,17,610.89183
2003,4,7,17,463.47632
2004,4,7,17,319.90607
2005,4,7,17,77.54175
2006,4,7,17,79.35825
2007,4,7,17,49.61004
2008,4,7,17,52.10513
2009,4,7,17,36.00244
2010,4,7,17,49.16448
2011,4,7,17,21.18931
2012,4,7,17,7.78045
2013,4,7,17,28.19102
2014,4,7,17,31.08062
2015,4,7,17,110.95184
2016,4,7,17,78.13712
1950,2,2,15,9.10193455529107
1950,3,2,15,27.2366911681318
1950,4,2,15,1.66137427657708
1951,4,2,15,0.043720375699397
1951,3,2,15,0.716755030740312
1951,2,2,15,0.239524593560291
1953,2,2,15,1.19762296780146
1953,3,2,15,3.58377515370156
1953,4,2,15,0.218601878496985
1954,4,2,15,0.56836488409216
1954,3,2,15,9.31781539962405
1954,2,2,15,3.11381971628379
1955,4,2,15,0.174881502797588
1955,3,2,15,2.86702012296125
1955,2,2,15,0.958098374241166
1956,3,2,15,1.43351006148062
1956,4,2,15,0.0874407513987939
1956,2,2,15,0.479049187120583
1957,4,2,15,0.655805635490954
1957,3,2,15,10.7513254611047
1957,2,2,15,3.59286890340437
1958,4,2,15,0.131161127098191
1958,3,2,15,2.15026509222093
1958,2,2,15,0.718573780680874
1959,4,2,15,0.306042629895779
1959,3,2,15,5.01728521518218
1959,2,2,15,1.67667215492204
1960,4,2,15,0.392227048659533
1960,2,2,15,2.14883845142307
1960,3,2,15,6.43019886773349
1961,4,2,15,0.980567621648831
1961,3,2,15,16.0754971693337
1961,2,2,15,5.37209612855769
1962,4,2,15,5.55654985601004
1962,3,2,15,91.0944839595577
1962,2,2,15,30.4418780618269
1963,2,2,15,95.9814508302306
1963,3,2,15,287.215549425429
1963,4,2,15,17.5194748401258
1964,4,2,15,8.20408243446189
1964,3,2,15,134.498326316759
1964,2,2,15,44.9465376089326
1965,4,2,15,15.8198242959345
1965,3,2,15,259.351354331917
1965,2,2,15,86.6698175407306
1966,2,2,15,323.6687917456
1966,3,2,15,968.548704452356
1966,4,2,15,59.0791992043421
1967,4,2,15,4.69038179022024
1967,3,2,15,76.8944614599796
1967,2,2,15,25.6965264816009
1968,4,2,15,7.17448643173062
1968,3,2,15,117.619054288958
1968,2,2,15,39.3058366739471
1969,3,2,15,80.9933184736552
1969,4,2,15,4.94040245403186
1969,2,2,15,27.0662790723129
1970,4,2,15,2.49206141486563
1970,3,2,15,40.8550367521978
1970,2,2,15,13.6529018329366
1971,4,2,15,5.37760621102583
1971,3,2,15,88.1608687810583
1971,2,2,15,29.4615250079158
1972,4,2,15,4.85296170263306
1972,3,2,15,79.5598084121746
1972,2,2,15,26.5872298851923
1973,4,2,15,1.35533164668131
1973,2,2,15,7.42526240036903
1973,3,2,15,22.2194059529497
1974,4,2,15,103.223807026276
1974,3,2,15,1692.25862757788
1974,2,2,15,565.517565395848
1975,4,2,15,5.33388583532643
1975,3,2,15,87.444113750318
1975,2,2,15,29.2220004143555
1976,2,2,15,6.70668861968816
1976,3,2,15,20.0691408607287
1976,4,2,15,1.22417051958311
1977,4,2,15,2.62322254196382
1977,3,2,15,43.0053018444187
1977,2,2,15,14.3714756136175
1978,4,2,15,2.22973916066924
1978,3,2,15,36.5545065677559
1978,2,2,15,12.2157542715749
1979,2,2,15,22.7548363882277
1979,3,2,15,68.0917279203296
1979,4,2,15,4.15343569144271
1980,4,2,15,3.49355367833393
1980,3,2,15,57.2735740269886
1980,2,2,15,19.1396348155246
1981,4,2,15,3.08850397649811
1981,3,2,15,50.6331596470479
1981,2,2,15,16.9205467209711
1982,3,2,15,63.9139884069293
1982,4,2,15,3.89860338016975
1982,2,2,15,21.3587229100782
1983,4,2,15,5.12641028885957
1983,3,2,15,84.0427444961245
1983,2,2,15,28.0853336966938
1984,4,2,15,5.06312127294772
1984,3,2,15,83.0051797492588
1984,2,2,15,27.7386011819198
1985,4,2,15,5.88587847980173
1985,3,2,15,96.4935214585133
1985,2,2,15,32.2461238739817
1986,4,2,15,4.12644383745239
1986,2,2,15,22.6069599632646
1986,3,2,15,67.6492214956459
1987,4,2,15,6.80989811211469
1987,3,2,15,111.641966762753
1987,2,2,15,37.3084185896821
1988,4,2,15,5.46817097478354
1988,3,2,15,89.6455941291995
1988,2,2,15,29.9576892764733
1989,2,2,15,38.6260021458233
1989,3,2,15,115.584712800843
1989,4,2,15,7.0503963725797
1990,2,2,15,178.221345822036
1990,3,2,15,229.611042642347
1990,4,2,15,68.1676115356175
1991,2,2,15,12.9577973015375
1991,3,2,15,438.367587072482
1991,4,2,15,31.6746156259805
1992,2,2,15,88.7142857142857
1992,3,2,15,27.2857142857143
1993,2,2,15,6.24324324324324
1993,3,2,15,196.216216216216
1993,4,2,15,6.54054054054054
1994,2,2,15,9.81666666666667
1994,3,2,15,81.8916666666667
1994,4,2,15,1.29166666666667
1995,2,2,15,35.2818371607516
1995,3,2,15,222.546972860125
1995,4,2,15,2.17118997912317
1996,2,2,15,35.8460158406516
1996,3,2,15,311.334383318766
1996,4,2,15,7.81960084058212
1997,2,2,15,5.78947368421053
1997,3,2,15,165.935222672065
1997,4,2,15,4.2753036437247
1998,2,2,15,21.5383512544803
1998,3,2,15,137.559856630824
1998,4,2,15,6.90179211469534
1999,2,2,15,3.14024390243902
1999,3,2,15,97.6615853658537
1999,4,2,15,2.19817073170732
2000,2,2,15,7.31113801452784
2000,3,2,15,34.3983050847458
2000,4,2,15,7.79055690072639
2001,2,2,15,7.02023121387283
2001,3,2,15,234.709730250482
2001,4,2,15,1.17003853564547
2002,2,2,15,74.927600554785
2002,3,2,15,430.353398058252
2002,4,2,15,14.1690013869626
2003,2,2,15,38.3400204848071
2003,3,2,15,260.325517241379
2003,4,2,15,15.8944622738136
2004,2,2,15,43.6896367495452
2004,3,2,15,257.100545027289
2004,4,2,15,28.1788182231656
2005,2,2,15,40.074662282144
2005,3,2,15,118.6553607366
2005,4,2,15,11.6339769812562
2006,2,2,15,23.4039208991322
2006,3,2,15,122.803073410158
2006,4,2,15,11.9720056907099
2007,2,2,15,14.0402465753425
2007,3,2,15,373.236554794521
2007,4,2,15,11.310198630137
2008,2,2,15,111.837312977099
2008,3,2,15,240.342687022901
2009,2,2,15,14.3378251622276
2009,3,2,15,117.708919476998
2009,4,2,15,11.2158793607748
2010,2,2,15,29.2974644149578
2010,3,2,15,78.2161664656212
2010,4,2,15,3.89736911942099
2011,2,2,15,86.5574802258544
2011,3,2,15,75.9954067459138
2011,4,2,15,10.8196850282318
2012,2,2,15,29.0603759398496
2012,3,2,15,99.7553289473684
2012,4,2,15,19.839295112782
2013,2,2,15,3.39832572210526
2013,3,2,15,110.68832352
2013,4,2,15,1.21368775789474
2014,2,2,15,3.97289096909747
2014,3,2,15,88.1259451327076
2014,4,2,15,7.94578193819495
2015,2,2,15,31.654490594028
2015,3,2,15,131.395998692192
2015,4,2,15,9.55607263215939
2016,2,2,15,9.11034587840155
2016,3,2,15,174.783672778222
2016,4,2,15,31.7175004655461
1950,2,2,16,45.5096727764554
1950,3,2,16,136.183455840659
1950,4,2,16,8.30687138288542
1951,4,2,16,8.96267701837638
1951,3,2,16,146.934781301764
1951,2,2,16,49.1025416798597
1952,4,2,16,5.20272470822824
1952,3,2,16,85.2938486580971
1952,2,2,16,28.5034266336747
1953,2,2,16,26.5872298851923
1953,3,2,16,79.5598084121746
1953,4,2,16,4.85296170263306
1954,4,2,16,2.14229840927045
1954,3,2,16,35.1209965062753
1954,2,2,16,11.7367050844543
1955,4,2,16,1.09300939248492
1955,3,2,16,17.9188757685078
1955,2,2,16,5.98811483900728
1956,3,2,16,17.2021207377675
1956,4,2,16,1.04928901678553
1956,2,2,16,5.74859024544699
1957,4,2,16,1.4864927737795
1957,3,2,16,24.3696710451706
1957,2,2,16,8.14383618104991
1958,4,2,16,3.80367268584754
1958,3,2,16,62.3576876744071
1958,2,2,16,20.8386396397453
1959,4,2,16,4.54691907273728
1959,3,2,16,74.5425231969924
1959,2,2,16,24.9105577302703
1960,4,2,16,7.21511832303554
1960,2,2,16,39.5284408280676
1960,3,2,16,118.285176481081
1961,4,2,16,5.35888685476373
1961,3,2,16,87.8539822880115
1961,2,2,16,29.3589699376846
1962,4,2,16,12.6311264349391
1962,3,2,16,207.075608828412
1962,2,2,16,69.2003528592543
1963,2,2,16,171.567520176615
1963,3,2,16,513.399819911499
1963,4,2,16,31.3161848161006
1964,4,2,16,15.0988778133167
1964,3,2,16,247.532105067827
1964,2,2,16,82.7200707587027
1965,4,2,16,29.2121626744444
1965,3,2,16,478.906327330604
1965,2,2,16,160.040513826369
1966,2,2,16,554.667892839988
1966,3,2,16,1659.79199327237
1966,4,2,16,101.243418485347
1967,4,2,16,11.1801145886609
1967,3,2,16,183.287614698754
1967,2,2,16,61.2509009807848
1968,4,2,16,15.472668180557
1968,3,2,16,253.660051634523
1968,2,2,16,84.7679027902839
1969,3,2,16,564.086209192625
1969,4,2,16,34.4079356754254
1969,2,2,16,188.505855131949
1970,4,2,16,22.690874987987
1970,3,2,16,371.995860954222
1970,2,2,16,124.313264057791
1971,4,2,16,48.7482189048276
1971,3,2,16,799.181859275448
1971,2,2,16,267.069921819725
1972,4,2,16,53.2514176018655
1972,3,2,16,873.0076274417
1972,2,2,16,291.740954956435
1973,4,2,16,27.6312774420189
1973,2,2,16,151.379543130104
1973,3,2,16,452.989179427877
1974,4,2,16,17.4444299040594
1974,3,2,16,285.985257265384
1974,2,2,16,95.5703128305563
1975,4,2,16,30.3419407353815
1975,3,2,16,497.427991333776
1975,2,2,16,166.230067930842
1976,2,2,16,136.768542922926
1976,3,2,16,409.267122552718
1976,4,2,16,24.9643345243557
1977,4,2,16,29.2489313428966
1977,3,2,16,479.509115565268
1977,2,2,16,160.241953091835
1978,4,2,16,35.1074616866158
1978,3,2,16,575.55428968447
1978,2,2,16,192.338248628914
1979,2,2,16,189.22442891263
1979,3,2,16,566.236474284846
1979,4,2,16,34.5390968025236
1980,4,2,16,28.7283632121216
1980,3,2,16,470.974883628621
1980,2,2,16,157.38999063841
1981,4,2,16,24.9799772225147
1981,3,2,16,409.523570088232
1981,2,2,16,136.854242344736
1982,3,2,16,326.717503346541
1982,4,2,16,19.9290013760016
1982,2,2,16,109.182180580281
1983,4,2,16,34.0470463378001
1983,3,2,16,558.169763047195
1983,2,2,16,186.528702133327
1984,4,2,16,29.5634162809747
1984,3,2,16,484.664804597068
1984,2,2,16,161.964876917831
1985,4,2,16,34.1182652851465
1985,3,2,16,559.337331668872
1985,2,2,16,186.918879233685
1986,4,2,16,23.9945018123997
1986,2,2,16,131.455258614715
1986,3,2,16,393.367614276523
1987,4,2,16,30.190655842285
1987,3,2,16,494.947815752773
1987,2,2,16,165.401244940393
1988,4,2,16,27.2346700483654
1988,3,2,16,446.487168864554
1988,2,2,16,149.206706706625
1989,2,2,16,194.43142738834
1989,3,2,16,581.81793210948
1989,4,2,16,35.4895291829335
1990,2,2,16,230.63938871087
1990,3,2,16,297.143702243037
1990,4,2,16,88.2169090460932
1991,2,2,16,18.3770003137747
1991,3,2,16,621.701443363665
1991,4,2,16,44.9215563225604
1992,2,2,16,407.244458128079
1992,3,2,16,125.255541871921
1993,2,2,16,19.2375533428165
1993,3,2,16,604.608819345661
1993,4,2,16,20.153627311522
1994,2,2,16,70.4235
1994,3,2,16,587.48025
1994,4,2,16,9.26625
1995,2,2,16,98.9248434237996
1995,3,2,16,623.987473903967
1995,4,2,16,6.08768267223382
1996,2,2,16,62.7052840480132
1996,3,2,16,544.615921242123
1996,4,2,16,13.6787947098634
1997,2,2,16,28.6940789473684
1997,3,2,16,822.416447368421
1997,4,2,16,21.1894736842105
1998,2,2,16,100.425806451613
1998,3,2,16,641.393548387097
1998,4,2,16,32.1806451612903
1999,2,2,16,24.0432926829268
1999,3,2,16,747.746402439024
1999,4,2,16,16.8303048780488
2000,2,2,16,121.305811138015
2000,3,2,16,570.733898305085
2000,4,2,16,129.260290556901
2001,2,2,16,32.1647398843931
2001,3,2,16,1075.37447013487
2001,4,2,16,5.36078998073218
2002,2,2,16,153.354563106796
2002,3,2,16,880.80569579288
2002,4,2,16,28.9997411003236
2003,2,2,16,93.149088426084
2003,3,2,16,632.474482758621
2003,4,2,16,38.6164288152953
2004,2,2,16,57.1102595512432
2004,3,2,16,336.076926925409
2004,4,2,16,36.8348135233475
2005,2,2,16,67.7960048229749
2005,3,2,16,200.73430318974
2005,4,2,16,19.6816919872849
2006,2,2,16,36.7585033432921
2006,3,2,16,192.876108408024
2006,4,2,16,18.803388248684
2007,2,2,16,9.08408219178082
2007,3,2,16,241.485184931507
2007,4,2,16,7.31773287671233
2008,2,2,16,106.951902021374
2008,3,2,16,229.843750978626
2009,2,2,16,78.3505867570621
2009,3,2,16,643.233042892655
2009,4,2,16,61.2903783502825
2010,2,2,16,158.425665026463
2010,3,2,16,422.952922226613
2010,4,2,16,21.074973787924
2011,2,2,16,244.600011887073
2011,3,2,16,214.752986627043
2011,4,2,16,30.5750014858841
2012,2,2,16,92.5058496240601
2012,3,2,16,317.544118421053
2012,4,2,16,63.1530319548872
2013,2,2,16,8.69517894736842
2013,3,2,16,283.2144
2013,4,2,16,3.10542105263158
2014,2,2,16,17.7109530685921
2014,3,2,16,392.861140794224
2014,4,2,16,35.4219061371841
2015,2,2,16,109.82701704611
2015,3,2,16,455.885731134798
2015,4,2,16,33.1553259007126
2016,2,2,16,29.819375192021
2016,3,2,16,572.09023516544
2016,4,2,16,103.815602520369
1950,3,2,14,349.288177708922
1951,3,2,14,208.918682370832
1952,3,2,14,292.619019793169
1953,3,2,14,168.194592718399
1954,3,2,14,123.562093108879
1955,3,2,14,121.106516658429
1956,3,2,14,36.1405853978333
1957,3,2,14,42.0076920988122
1958,3,2,14,37.0785305897933
1959,3,2,14,77.2607397887316
1960,3,2,14,0.0630093550576214
1961,3,2,14,0.516676711472495
1962,3,2,14,0.504074840460971
1963,3,2,14,1.13416839103718
1964,3,2,14,1.2475852301409
1965,3,2,14,1.18457587508328
1966,3,2,14,1.39880768227919
1967,3,2,14,0.705704776645359
1968,3,2,14,2.26833678207437
1969,3,2,14,2.14231807195913
1970,3,2,14,1.90288252274016
1971,3,2,14,1.10896464901414
1972,3,2,14,2.36915175016656
1973,3,2,14,3.0118471717543
1974,3,2,14,5.15416524371343
1982,3,2,14,208.727599218455
1983,3,2,14,279.650085480456
1984,3,2,14,193.240893540167
1985,3,2,14,90.0526573365699
1986,3,2,14,29.405948131196
1987,3,2,14,23.9824917098063
1988,3,2,14,200.541344076258
1989,3,2,14,429.827257279731
1999,3,2,14,286.672920116089
1950,4,2,14,8.65696261694197
1951,4,2,14,5.16507853615865
1952,4,2,14,7.25050930662646
1953,4,2,14,4.17086154093563
1954,4,2,14,3.0553985706854
1955,4,2,14,3.00690018067452
1956,4,2,14,0.897220215201268
1957,4,2,14,1.04271538523391
1958,4,2,14,0.921469410206708
1959,4,2,14,1.91568640542973
1982,4,2,14,41.1136864634151
1983,4,2,14,47.1410088575132
1984,4,2,14,30.8989626378288
1985,4,2,14,14.4179208238803
1986,4,2,14,4.76640648062709
1987,4,2,14,3.86531131710748
1988,4,2,14,32.274199650067
1989,4,2,14,68.651246117095
1999,4,2,14,69.1723862163957
1950,3,3,14,61.6864295726203
1951,3,3,14,70.7337725766046
1952,3,3,14,56.7515152068107
1953,3,3,14,23.8520861014132
1954,3,3,14,40.3018006541119
1955,3,3,14,7.40237154871444
1956,3,3,14,2.46745718290481
1957,3,3,14,3.28994291053975
1959,3,3,14,11.5148001868891
1960,3,3,14,4.11242863817469
1961,3,3,14,33.7219148330324
1962,3,3,14,32.8994291053975
1963,3,3,14,74.0237154871443
1964,3,3,14,81.4260870358588
1965,3,3,14,77.3136583976841
1966,3,3,14,91.295915767478
1967,3,3,14,46.0592007475565
1968,3,3,14,148.047430974289
1969,3,3,14,139.822573697939
1970,3,3,14,124.195344872876
1971,3,3,14,72.3787440318745
1972,3,3,14,154.627316795368
1973,3,3,14,196.57408890475
1974,3,3,14,336.396662602689
1982,3,3,14,127.095916366101
1983,3,3,14,64.7733345773945
1984,3,3,14,22.4960128154037
1985,3,3,14,10.7307735461984
1986,3,3,14,4.27921923880933
1987,3,3,14,3.19763473354183
1988,3,3,14,26.1076915365556
1989,3,3,14,49.0077232868335
1999,3,3,14,112.029815412437
1950,4,3,14,12.3684301015154
1951,4,3,14,14.1824665164043
1952,4,3,14,11.3789556933942
1953,4,3,14,4.78245963925262
1954,4,3,14,8.08070766632339
1955,4,3,14,1.48421161218185
1956,4,3,14,0.494737204060616
1957,4,3,14,0.659649605414154
1959,4,3,14,2.30877361894954
1960,4,3,14,0.824562006767693
1961,4,3,14,6.76140845549508
1962,4,3,14,6.59649605414154
1963,4,3,14,14.8421161218185
1964,4,3,14,16.3263277340003
1965,4,3,14,15.5017657272326
1966,4,3,14,18.3052765502428
1967,4,3,14,9.23509447579816
1968,4,3,14,29.6842322436369
1969,4,3,14,28.0351082301015
1970,4,3,14,24.9017726043843
1971,4,3,14,14.5122913191114
1972,4,3,14,31.0035314544652
1973,4,3,14,39.4140639234957
1974,4,3,14,67.4491721535973
1982,4,3,14,59.062797952029
1983,4,3,14,34.4355710846366
1984,4,3,14,14.3641310066007
1985,4,3,14,6.79864829335142
1986,4,3,14,2.54842614936763
1987,4,3,14,1.95456223954436
1988,4,3,14,16.0767647371196
1989,4,3,14,31.5137733163403
1999,4,3,14,43.2778782550779
1950,1,4,12,11.9323820224719
1951,1,4,12,10.5942471910112
1952,1,4,12,16.0261348314607
1953,1,4,12,21.0979550561798
1954,1,4,12,9.34840449438202
1955,1,4,12,10.0091460674157
1956,1,4,12,17.7348539325843
1957,1,4,12,7.09004494382023
1958,1,4,12,5.43208988764045
1959,1,4,12,7.35269662921348
1960,1,4,12,10.3590337078652
1961,1,4,12,11.8520224719101
1962,1,4,12,5.50449438202247
1963,1,4,12,2.92930786516854
1964,1,4,12,4.27792584269663
1965,1,4,12,0.722022471910112
1966,1,4,12,1.4838202247191
1967,1,4,12,1.68937078651685
1968,1,4,12,0.457955056179775
1969,1,4,12,2.82175280898876
1970,1,4,12,0.232112359550562
1971,1,4,12,0.000134831460674157
1972,1,4,12,0.654539325842697
1995,1,4,12,0.00674157303370787
1996,1,4,12,0.91216
2003,1,4,12,0.27018
2004,1,4,12,0.17666
2006,1,4,12,0.24579
2007,1,4,12,0.22615
2008,1,4,12,0.24407
1950,2,4,12,11192.9038999938
1951,2,4,12,7256.21552946071
1952,2,4,12,7386.7015150385
1953,2,4,12,10693.1421630809
1954,2,4,12,8019.11684018946
1955,2,4,12,10594.5060637937
1956,2,4,12,12027.5964540564
1957,2,4,12,12912.0516465864
1958,2,4,12,13209.2079693679
1959,2,4,12,6596.97255986955
1960,2,4,12,9106.13805365463
1961,2,4,12,6204.25343295801
1962,2,4,12,7840.57100035485
1963,2,4,12,3884.30660333948
1964,2,4,12,4541.21885051588
1965,2,4,12,4602.40586796626
1966,2,4,12,2788.40960715165
1967,2,4,12,3989.73022379015
1968,2,4,12,1825.32013443738
1969,2,4,12,2021.52896644114
1970,2,4,12,1613.98105875028
1971,2,4,12,638.710145394159
1972,2,4,12,362.82800674286
1973,2,4,12,452.673419670929
1974,2,4,12,69.6941559835756
1975,2,4,12,400.714150818604
1976,2,4,12,438.281102457848
1977,2,4,12,503.01896680247
1978,2,4,12,566.545408768981
1979,2,4,12,536.670737703487
1980,2,4,12,730.934114813639
1981,2,4,12,1061.12922454652
1982,2,4,12,2067.46855573313
1983,2,4,12,1750.06818933982
1984,2,4,12,2059.1447422077
1985,2,4,12,1457.95550409447
1986,2,4,12,875.14436
1987,2,4,12,930.789704505957
1988,2,4,12,2348.34398728938
1989,2,4,12,1335.88974343982
1990,2,4,12,2406.62169
1991,2,4,12,1413.8173
1992,2,4,12,1120.61849
1993,2,4,12,1505.43031
1994,2,4,12,1516.62253
1995,2,4,12,1037.87059453359
1996,2,4,12,1831.12717
1997,2,4,12,3697.91926
1998,2,4,12,3163.89022
1999,2,4,12,3841.3026
2000,2,4,12,2946.628
2001,2,4,12,3524.96691
2002,2,4,12,3141.93995
2003,2,4,12,2053.45299
2004,2,4,12,1957.04931
2005,2,4,12,2390.90719
2006,2,4,12,2866.11376
2007,2,4,12,3763.81539
2008,2,4,12,3137.76134
1950,3,4,12,1572.76504835359
1951,3,4,12,1086.22957579475
1952,3,4,12,1232.18897333191
1953,3,4,12,1738.13320933878
1954,3,4,12,1152.98604025168
1955,3,4,12,1466.2165323079
1956,3,4,12,1813.42905759016
1957,3,4,12,1660.16779288856
1958,3,4,12,1652.00665761468
1959,3,4,12,938.503249079257
1960,3,4,12,1293.52643350683
1961,3,4,12,1000.46928530399
1962,3,4,12,1031.18293125172
1963,3,4,12,512.417727141962
1964,3,4,12,621.826796864811
1965,3,4,12,548.294739596589
1966,3,4,12,353.776235281429
1967,3,4,12,502.013802812775
1968,3,4,12,222.154396577969
1969,3,4,12,303.498675216233
1970,3,4,12,194.104486706202
1971,3,4,12,74.670183850951
1972,3,4,12,71.4515636425424
1973,3,4,12,53.196580329071
1974,3,4,12,7.82394401642445
1975,3,4,12,47.2858491813965
1976,3,4,12,51.7188975421524
1977,3,4,12,57.9810331975299
1978,3,4,12,66.854591231019
1979,3,4,12,63.3292622965131
1980,3,4,12,86.215885186361
1981,3,4,12,124.770775453477
1982,3,4,12,241.531444266865
1983,3,4,12,205.931810660179
1984,3,4,12,242.795257792302
1985,3,4,12,172.044495905527
1986,3,4,12,181.85564
1987,3,4,12,109.210295494043
1988,3,4,12,275.656012710616
1989,3,4,12,155.670256560177
1990,3,4,12,97.48431
1991,3,4,12,108.1827
